"Points:0","Points:1","Points:2","U:0","U:1","U:2","p"
0.146,0,0,1.9879,-2.9189e-06,5.8791e-14,27.477
0.148,0,0,1.9879,-1.288e-06,9.9323e-15,27.413
0.15,0,0,1.9879,2.821e-08,-6.3227e-15,27.349
0.152,0,0,1.9879,1.0736e-06,-1.3999e-14,27.284
0.154,0,0,1.9879,1.8877e-06,-3.8946e-14,27.22
0.156,0,0,1.9879,2.5048e-06,-9.7444e-14,27.156
0.158,0,0,1.9879,2.9555e-06,-1.9027e-13,27.091
0.16,0,0,1.9879,3.2664e-06,-3.3403e-13,27.027
0.162,0,0,1.9879,3.4614e-06,-4.9035e-13,26.962
0.164,0,0,1.9879,3.5607e-06,-6.094e-13,26.898
0.166,0,0,1.9879,3.5823e-06,-6.913e-13,26.834
0.168,0,0,1.9878,3.5413e-06,-7.3385e-13,26.769
0.17,0,0,1.9878,3.4516e-06,-7.6059e-13,26.705
0.172,0,0,1.9878,3.3244e-06,-7.9274e-13,26.641
0.174,0,0,1.9878,3.1692e-06,-8.2641e-13,26.576
0.176,0,0,1.9878,2.9943e-06,-8.3774e-13,26.512
0.178,0,0,1.9878,2.8068e-06,-8.049e-13,26.448
0.18,0,0,1.9878,2.6122e-06,-7.2819e-13,26.383
0.182,0,0,1.9878,2.4153e-06,-6.3042e-13,26.319
0.184,0,0,1.9878,2.2196e-06,-5.3237e-13,26.255
0.186,0,0,1.9878,2.0285e-06,-4.4017e-13,26.19
0.188,0,0,1.9878,1.8442e-06,-3.5679e-13,26.126
0.19,0,0,1.9878,1.6684e-06,-3.0073e-13,26.062
0.192,0,0,1.9878,1.5023e-06,-3.0864e-13,25.997
0.194,0,0,1.9878,1.3472e-06,-3.9764e-13,25.933
0.196,0,0,1.9878,1.2034e-06,-5.0945e-13,25.868
0.198,0,0,1.9878,1.0712e-06,-4.8308e-13,25.804
0.2,0,0,1.9878,9.5068e-07,-1.7827e-13,25.74
0.202,0,0,1.9878,8.4194e-07,3.2647e-13,25.675
0.204,0,0,1.9878,7.4478e-07,8.0091e-13,25.611
0.206,0,0,1.9878,6.5877e-07,1.1011e-12,25.547
0.208,0,0,1.9877,5.8366e-07,1.2222e-12,25.482
0.21,0,0,1.9877,5.1922e-07,1.2165e-12,25.418
0.212,0,0,1.9877,4.6514e-07,1.1351e-12,25.354
0.214,0,0,1.9877,4.2077e-07,1.0124e-12,25.289
0.216,0,0,1.9877,3.859e-07,8.6705e-13,25.225
0.218,0,0,1.9877,3.6011e-07,7.0248e-13,25.161
0.22,0,0,1.9877,3.4319e-07,5.097e-13,25.096
0.222,0,0,1.9877,3.3436e-07,2.7366e-13,25.032
0.224,0,0,1.9877,3.3347e-07,-1.7974e-14,24.968
0.226,0,0,1.9877,3.4001e-07,-3.5404e-13,24.903
0.228,0,0,1.9877,3.536e-07,-6.5824e-13,24.839
0.23,0,0,1.9877,3.7345e-07,-7.6688e-13,24.775
0.232,0,0,1.9877,3.9895e-07,-5.4724e-13,24.71
0.234,0,0,1.9877,4.2902e-07,-8.6775e-14,24.646
0.236,0,0,1.9877,4.6208e-07,3.7368e-13,24.582
0.238,0,0,1.9877,4.9516e-07,6.8102e-13,24.517
0.24,0,0,1.9877,5.2492e-07,8.2432e-13,24.453
0.242,0,0,1.9877,5.4134e-07,8.4981e-13,24.388
0.244,0,0,1.9877,5.3418e-07,8.0817e-13,24.324
0.246,0,0,1.9877,4.8917e-07,7.3602e-13,24.26
0.248,0,0,1.9877,4.4804e-07,6.5448e-13,24.195
0.25,0,0,1.9877,3.9791e-07,5.7533e-13,24.131
0,0.0024939,0,1,0,0,31.846
0.002,0.0024939,0,1.004,-0.0050621,-5.7228e-14,31.86
0.004,0.0024939,0,1.0148,-0.0099205,-1.268e-13,31.885
0.006,0.0024939,0,1.0327,-0.014526,-2.1024e-13,31.903
0.008,0.0024939,0,1.0572,-0.018734,-3.0763e-13,31.911
0.01,0.0024939,0,1.0875,-0.022429,-4.1553e-13,31.91
0.012,0.0024939,0,1.1228,-0.025535,-5.2741e-13,31.899
0.014,0.0024939,0,1.1622,-0.028012,-6.3118e-13,31.88
0.016,0.0024939,0,1.2046,-0.029849,-7.1572e-13,31.852
0.018,0.0024939,0,1.2493,-0.031065,-7.7322e-13,31.816
0.02,0.0024939,0,1.2952,-0.031701,-7.9952e-13,31.771
0.022,0.0024939,0,1.3417,-0.031814,-7.97e-13,31.72
0.024,0.0024939,0,1.3879,-0.031472,-7.7095e-13,31.663
0.026,0.0024939,0,1.4332,-0.030747,-7.2976e-13,31.6
0.028,0.0024939,0,1.4773,-0.029712,-6.867e-13,31.533
0.03,0.0024939,0,1.5196,-0.028437,-5.7955e-13,31.462
0.032,0.0024939,0,1.5598,-0.026986,-4.8102e-13,31.388
0.034,0.0024939,0,1.5979,-0.025417,-4.8571e-13,31.312
0.036,0.0024939,0,1.6335,-0.02378,-4.789e-13,31.235
0.038,0.0024939,0,1.6668,-0.022115,-4.4787e-13,31.156
0.04,0.0024939,0,1.6976,-0.020458,-4.4278e-13,31.078
0.042,0.0024939,0,1.726,-0.018835,-4.544e-13,30.999
0.044,0.0024939,0,1.7521,-0.017268,-4.6472e-13,30.92
0.046,0.0024939,0,1.776,-0.01577,-4.4303e-13,30.842
0.048,0.0024939,0,1.7977,-0.014354,-3.5566e-13,30.764
0.05,0.0024939,0,1.8174,-0.013025,-1.5481e-13,30.687
0.052,0.0024939,0,1.8353,-0.011786,1.1644e-13,30.611
0.054,0.0024939,0,1.8515,-0.010639,3.4433e-13,30.536
0.056,0.0024939,0,1.866,-0.0095823,5.0556e-13,30.462
0.058,0.0024939,0,1.8791,-0.0086131,5.762e-13,30.388
0.06,0.0024939,0,1.8909,-0.0077278,5.1798e-13,30.315
0.062,0.0024939,0,1.9014,-0.006922,3.4064e-13,30.243
0.064,0.0024939,0,1.9109,-0.0061908,7.3254e-14,30.172
0.066,0.0024939,0,1.9193,-0.0055291,-2.2294e-13,30.101
0.068,0.0024939,0,1.9268,-0.0049317,-4.7112e-13,30.031
0.07,0.0024939,0,1.9335,-0.0043936,-6.1942e-13,29.962
0.072,0.0024939,0,1.9395,-0.0039098,-6.5831e-13,29.893
0.074,0.0024939,0,1.9448,-0.0034755,-6.2372e-13,29.824
0.076,0.0024939,0,1.9495,-0.0030863,-5.6461e-13,29.756
0.078,0.0024939,0,1.9537,-0.0027378,-5.0833e-13,29.689
0.08,0.0024939,0,1.9574,-0.0024263,-4.6222e-13,29.622
0.082,0.0024939,0,1.9607,-0.0021481,-4.2351e-13,29.555
0.084,0.0024939,0,1.9636,-0.0018998,-3.8841e-13,29.488
0.086,0.0024939,0,1.9662,-0.0016785,-3.5782e-13,29.422
0.088,0.0024939,0,1.9684,-0.0014814,-3.4269e-13,29.356
0.09,0.0024939,0,1.9705,-0.0013059,-3.6477e-13,29.29
0.092,0.0024939,0,1.9722,-0.0011499,-4.4982e-13,29.224
0.094,0.0024939,0,1.9738,-0.0010112,-6.1438e-13,29.159
0.096,0.0024939,0,1.9751,-0.00088802,-8.4556e-13,29.093
0.098,0.0024939,0,1.9763,-0.00077869,-1.0961e-12,29.028
0.1,0.0024939,0,1.9774,-0.00068173,-1.3008e-12,28.963
0.102,0.0024939,0,1.9783,-0.00059581,-1.3984e-12,28.898
0.104,0.0024939,0,1.9791,-0.00051972,-1.3825e-12,28.833
0.106,0.0024939,0,1.9798,-0.0004524,-1.3055e-12,28.768
0.108,0.0024939,0,1.9804,-0.00039291,-1.2159e-12,28.703
0.11,0.0024939,0,1.981,-0.00034038,-1.1199e-12,28.638
0.112,0.0024939,0,1.9814,-0.00029405,-9.8344e-13,28.573
0.114,0.0024939,0,1.9818,-0.00025325,-7.7004e-13,28.509
0.116,0.0024939,0,1.9822,-0.00021737,-4.886e-13,28.444
0.118,0.0024939,0,1.9825,-0.00018585,-1.9881e-13,28.38
0.12,0.0024939,0,1.9827,-0.00015823,3.2497e-14,28.315
0.122,0.0024939,0,1.9829,-0.00013406,1.6392e-13,28.25
0.124,0.0024939,0,1.9831,-0.00011296,1.7795e-13,28.186
0.126,0.0024939,0,1.9833,-9.4588e-05,9.3089e-14,28.121
0.128,0.0024939,0,1.9834,-7.8628e-05,-4.1099e-14,28.057
0.13,0.0024939,0,1.9835,-6.4807e-05,-1.6169e-13,27.993
0.132,0.0024939,0,1.9836,-5.2877e-05,-1.9175e-13,27.928
0.134,0.0024939,0,1.9836,-4.2619e-05,-8.1434e-14,27.864
0.136,0.0024939,0,1.9837,-3.3835e-05,1.3995e-13,27.799
0.138,0.0024939,0,1.9837,-2.6348e-05,3.6665e-13,27.735
0.14,0.0024939,0,1.9838,-2.0001e-05,4.8052e-13,27.67
0.142,0.0024939,0,1.9838,-1.4654e-05,4.2852e-13,27.606
0.144,0.0024939,0,1.9838,-1.0179e-05,2.6363e-13,27.542
0.146,0.0024939,0,1.9838,-6.4656e-06,9.9174e-14,27.477
0.148,0.0024939,0,1.9838,-3.4135e-06,8.4196e-15,27.413
0.15,0.0024939,0,1.9839,-9.3363e-07,-1.5716e-14,27.349
0.152,0.0024939,0,1.9838,1.0527e-06,-2.4737e-14,27.284
0.154,0.0024939,0,1.9838,2.6162e-06,-7.0802e-14,27.22
0.156,0.0024939,0,1.9838,3.8183e-06,-1.8662e-13,27.156
0.158,0.0024939,0,1.9838,4.7142e-06,-3.7713e-13,27.091
0.16,0.0024939,0,1.9838,5.3518e-06,-6.5358e-13,27.027
0.162,0.0024939,0,1.9838,5.774e-06,-9.5311e-13,26.962
0.164,0.0024939,0,1.9838,6.0175e-06,-1.1901e-12,26.898
0.166,0.0024939,0,1.9838,6.1149e-06,-1.3433e-12,26.834
0.168,0.0024939,0,1.9838,6.094e-06,-1.417e-12,26.769
0.17,0.0024939,0,1.9838,5.9795e-06,-1.4637e-12,26.705
0.172,0.0024939,0,1.9838,5.792e-06,-1.5259e-12,26.641
0.174,0.0024939,0,1.9838,5.5493e-06,-1.5948e-12,26.576
0.176,0.0024939,0,1.9838,5.2666e-06,-1.6188e-12,26.512
0.178,0.0024939,0,1.9838,4.9568e-06,-1.5507e-12,26.448
0.18,0.0024939,0,1.9837,4.6303e-06,-1.3953e-12,26.383
0.182,0.0024939,0,1.9837,4.296e-06,-1.2031e-12,26.319
0.184,0.0024939,0,1.9837,3.9609e-06,-1.0134e-12,26.255
0.186,0.0024939,0,1.9837,3.6311e-06,-8.3503e-13,26.19
0.188,0.0024939,0,1.9837,3.3109e-06,-6.7152e-13,26.126
0.19,0.0024939,0,1.9837,3.0038e-06,-5.5996e-13,26.062
0.192,0.0024939,0,1.9837,2.7124e-06,-5.7905e-13,25.997
0.194,0.0024939,0,1.9837,2.4388e-06,-7.6957e-13,25.933
0.196,0.0024939,0,1.9837,2.1842e-06,-1.0171e-12,25.868
0.198,0.0024939,0,1.9837,1.9491e-06,-9.7922e-13,25.804
0.2,0.0024939,0,1.9837,1.7341e-06,-3.5238e-13,25.74
0.202,0.0024939,0,1.9837,1.5393e-06,6.7948e-13,25.675
0.204,0.0024939,0,1.9837,1.3644e-06,1.6153e-12,25.611
0.206,0.0024939,0,1.9837,1.2091e-06,2.1766e-12,25.547
0.208,0.0024939,0,1.9837,1.0729e-06,2.3831e-12,25.482
0.21,0.0024939,0,1.9837,9.5541e-07,2.3497e-12,25.418
0.212,0.0024939,0,1.9837,8.5603e-07,2.1792e-12,25.354
0.214,0.0024939,0,1.9837,7.7398e-07,1.9371e-12,25.289
0.216,0.0024939,0,1.9837,7.088e-07,1.6557e-12,25.225
0.218,0.0024939,0,1.9837,6.599e-07,1.3387e-12,25.161
0.22,0.0024939,0,1.9837,6.2672e-07,9.6827e-13,25.096
0.222,0.0024939,0,1.9837,6.0843e-07,5.1332e-13,25.032
0.224,0.0024939,0,1.9837,6.0465e-07,-5.4398e-14,24.968
0.226,0.0024939,0,1.9837,6.1465e-07,-7.1805e-13,24.903
0.228,0.0024939,0,1.9837,6.3775e-07,-1.3304e-12,24.839
0.23,0.0024939,0,1.9837,6.7291e-07,-1.546e-12,24.775
0.232,0.0024939,0,1.9837,7.1901e-07,-1.0755e-12,24.71
0.234,0.0024939,0,1.9837,7.741e-07,-1.223e-13,24.646
0.236,0.0024939,0,1.9837,8.3521e-07,7.9079e-13,24.582
0.238,0.0024939,0,1.9837,8.9779e-07,1.3686e-12,24.517
0.24,0.0024939,0,1.9837,9.5424e-07,1.6189e-12,24.453
0.242,0.0024939,0,1.9837,9.8909e-07,1.647e-12,24.388
0.244,0.0024939,0,1.9837,9.7711e-07,1.5538e-12,24.324
0.246,0.0024939,0,1.9837,9.089e-07,1.4082e-12,24.26
0.248,0.0024939,0,1.9837,8.2902e-07,1.2489e-12,24.195
0.25,0.0024939,0,1.9837,7.4953e-07,1.0962e-12,24.131
0,0.0049878,0,1,0,0,31.857
0.002,0.0049878,0,1.004,-0.00946,-1.1246e-13,31.872
0.004,0.0049878,0,1.0149,-0.018669,-2.5049e-13,31.898
0.006,0.0049878,0,1.0331,-0.027371,-4.1738e-13,31.918
0.008,0.0049878,0,1.058,-0.035292,-6.1348e-13,31.928
0.01,0.0049878,0,1.0887,-0.042222,-8.3281e-13,31.927
0.012,0.0049878,0,1.1243,-0.048022,-1.0602e-12,31.918
0.014,0.0049878,0,1.164,-0.052618,-1.2705e-12,31.899
0.016,0.0049878,0,1.2067,-0.055998,-1.4387e-12,31.871
0.018,0.0049878,0,1.2514,-0.058203,-1.5477e-12,31.834
0.02,0.0049878,0,1.2974,-0.059316,-1.5916e-12,31.789
0.022,0.0049878,0,1.3436,-0.059449,-1.5763e-12,31.737
0.024,0.0049878,0,1.3895,-0.058733,-1.514e-12,31.679
0.026,0.0049878,0,1.4345,-0.057308,-1.42e-12,31.615
0.028,0.0049878,0,1.478,-0.055312,-1.3127e-12,31.547
0.03,0.0049878,0,1.5197,-0.052877,-1.1783e-12,31.475
0.032,0.0049878,0,1.5593,-0.050124,-1.0526e-12,31.4
0.034,0.0049878,0,1.5966,-0.04716,-9.6933e-13,31.323
0.036,0.0049878,0,1.6315,-0.044077,-8.963e-13,31.244
0.038,0.0049878,0,1.6639,-0.040953,-8.505e-13,31.165
0.04,0.0049878,0,1.694,-0.037851,-8.5394e-13,31.085
0.042,0.0049878,0,1.7216,-0.034821,-8.9469e-13,31.006
0.044,0.0049878,0,1.747,-0.031898,-9.3746e-13,30.926
0.046,0.0049878,0,1.7701,-0.029112,-9.104e-13,30.847
0.048,0.0049878,0,1.7911,-0.02648,-7.2124e-13,30.769
0.05,0.0049878,0,1.8102,-0.024014,-3.097e-13,30.692
0.052,0.0049878,0,1.8275,-0.021719,2.5026e-13,30.615
0.054,0.0049878,0,1.8431,-0.019596,7.7728e-13,30.54
0.056,0.0049878,0,1.8571,-0.017642,1.134e-12,30.465
0.058,0.0049878,0,1.8697,-0.015851,1.2454e-12,30.391
0.06,0.0049878,0,1.881,-0.014217,1.0837e-12,30.318
0.062,0.0049878,0,1.8912,-0.012731,6.651e-13,30.245
0.064,0.0049878,0,1.9002,-0.011383,5.7466e-14,30.174
0.066,0.0049878,0,1.9083,-0.010165,-5.8153e-13,30.103
0.068,0.0049878,0,1.9155,-0.0090652,-1.0874e-12,30.033
0.07,0.0049878,0,1.9219,-0.0080753,-1.3548e-12,29.963
0.072,0.0049878,0,1.9277,-0.0071857,-1.3624e-12,29.894
0.074,0.0049878,0,1.9328,-0.0063876,-1.2289e-12,29.825
0.076,0.0049878,0,1.9373,-0.0056725,-1.086e-12,29.757
0.078,0.0049878,0,1.9413,-0.0050327,-9.7277e-13,29.69
0.08,0.0049878,0,1.9448,-0.0044608,-8.8714e-13,29.622
0.082,0.0049878,0,1.948,-0.0039502,-8.1562e-13,29.555
0.084,0.0049878,0,1.9508,-0.0034947,-7.4735e-13,29.489
0.086,0.0049878,0,1.9533,-0.0030888,-6.8186e-13,29.422
0.088,0.0049878,0,1.9554,-0.0027272,-6.4187e-13,29.356
0.09,0.0049878,0,1.9574,-0.0024055,-6.7958e-13,29.29
0.092,0.0049878,0,1.9591,-0.0021193,-8.5839e-13,29.224
0.094,0.0049878,0,1.9606,-0.001865,-1.2172e-12,29.159
0.096,0.0049878,0,1.9619,-0.0016391,-1.7279e-12,29.093
0.098,0.0049878,0,1.963,-0.0014385,-2.276e-12,29.028
0.1,0.0049878,0,1.964,-0.0012607,-2.7055e-12,28.963
0.102,0.0049878,0,1.9649,-0.001103,-2.8631e-12,28.898
0.104,0.0049878,0,1.9657,-0.00096332,-2.7538e-12,28.833
0.106,0.0049878,0,1.9664,-0.00083971,-2.5465e-12,28.768
0.108,0.0049878,0,1.967,-0.0007304,-2.3621e-12,28.703
0.11,0.0049878,0,1.9675,-0.00063384,-2.1967e-12,28.638
0.112,0.0049878,0,1.9679,-0.00054861,-1.9398e-12,28.573
0.114,0.0049878,0,1.9683,-0.00047348,-1.4862e-12,28.509
0.116,0.0049878,0,1.9687,-0.00040735,-8.6915e-13,28.444
0.118,0.0049878,0,1.969,-0.00034921,-2.4982e-13,28.38
0.12,0.0049878,0,1.9692,-0.00029818,2.1549e-13,28.315
0.122,0.0049878,0,1.9694,-0.00025348,4.4993e-13,28.25
0.124,0.0049878,0,1.9696,-0.00021439,4.2222e-13,28.186
0.126,0.0049878,0,1.9697,-0.00018028,1.8857e-13,28.121
0.128,0.0049878,0,1.9699,-0.00015061,-1.3831e-13,28.057
0.13,0.0049878,0,1.97,-0.00012485,-4.266e-13,27.993
0.132,0.0049878,0,1.9701,-0.00010257,-4.882e-13,27.928
0.134,0.0049878,0,1.9701,-8.3351e-05,-2.0171e-13,27.864
0.136,0.0049878,0,1.9702,-6.6847e-05,3.47e-13,27.799
0.138,0.0049878,0,1.9703,-5.2733e-05,8.7944e-13,27.735
0.14,0.0049878,0,1.9703,-4.0722e-05,1.1014e-12,27.67
0.142,0.0049878,0,1.9703,-3.0556e-05,9.0248e-13,27.606
0.144,0.0049878,0,1.9703,-2.2008e-05,4.5871e-13,27.542
0.146,0.0049878,0,1.9704,-1.4873e-05,8.3901e-14,27.477
0.148,0.0049878,0,1.9704,-8.9678e-06,-6.268e-14,27.413
0.15,0.0049878,0,1.9704,-4.1309e-06,-4.9729e-14,27.349
0.152,0.0049878,0,1.9704,-2.1731e-07,-2.551e-14,27.284
0.154,0.0049878,0,1.9704,2.9012e-06,-1.065e-13,27.22
0.156,0.0049878,0,1.9704,5.3384e-06,-3.5514e-13,27.155
0.158,0.0049878,0,1.9704,7.1951e-06,-7.8177e-13,27.091
0.16,0.0049878,0,1.9704,8.5604e-06,-1.365e-12,27.027
0.162,0.0049878,0,1.9704,9.5124e-06,-1.9893e-12,26.962
0.164,0.0049878,0,1.9704,1.012e-05,-2.4836e-12,26.898
0.166,0.0049878,0,1.9703,1.0443e-05,-2.7498e-12,26.834
0.168,0.0049878,0,1.9703,1.0534e-05,-2.8299e-12,26.769
0.17,0.0049878,0,1.9703,1.0438e-05,-2.8825e-12,26.705
0.172,0.0049878,0,1.9703,1.0195e-05,-3.0153e-12,26.641
0.174,0.0049878,0,1.9703,9.8382e-06,-3.19e-12,26.576
0.176,0.0049878,0,1.9703,9.3965e-06,-3.2554e-12,26.512
0.178,0.0049878,0,1.9703,8.8941e-06,-3.0848e-12,26.448
0.18,0.0049878,0,1.9703,8.3514e-06,-2.7132e-12,26.383
0.182,0.0049878,0,1.9703,7.7856e-06,-2.2974e-12,26.319
0.184,0.0049878,0,1.9703,7.2107e-06,-1.9192e-12,26.255
0.186,0.0049878,0,1.9703,6.6382e-06,-1.5692e-12,26.19
0.188,0.0049878,0,1.9703,6.0771e-06,-1.2261e-12,26.126
0.19,0.0049878,0,1.9703,5.5345e-06,-9.6919e-13,26.062
0.192,0.0049878,0,1.9703,5.0162e-06,-1.0244e-12,25.997
0.194,0.0049878,0,1.9703,4.5261e-06,-1.5411e-12,25.933
0.196,0.0049878,0,1.9703,4.0672e-06,-2.292e-12,25.868
0.198,0.0049878,0,1.9703,3.6413e-06,-2.3339e-12,25.804
0.2,0.0049878,0,1.9703,3.2497e-06,-7.6177e-13,25.74
0.202,0.0049878,0,1.9703,2.8929e-06,1.7669e-12,25.675
0.204,0.0049878,0,1.9703,2.5709e-06,3.7656e-12,25.611
0.206,0.0049878,0,1.9703,2.2833e-06,4.7192e-12,25.547
0.208,0.0049878,0,1.9702,2.0296e-06,4.9204e-12,25.482
0.21,0.0049878,0,1.9702,1.8092e-06,4.698e-12,25.418
0.212,0.0049878,0,1.9702,1.621e-06,4.2691e-12,25.354
0.214,0.0049878,0,1.9702,1.4643e-06,3.7486e-12,25.289
0.216,0.0049878,0,1.9702,1.3382e-06,3.1803e-12,25.225
0.218,0.0049878,0,1.9702,1.2418e-06,2.5568e-12,25.161
0.22,0.0049878,0,1.9702,1.1744e-06,1.8322e-12,25.096
0.222,0.0049878,0,1.9702,1.1351e-06,9.2948e-13,25.032
0.224,0.0049878,0,1.9702,1.1234e-06,-2.3701e-13,24.968
0.226,0.0049878,0,1.9702,1.1384e-06,-1.6782e-12,24.903
0.228,0.0049878,0,1.9702,1.179e-06,-3.1104e-12,24.839
0.23,0.0049878,0,1.9702,1.244e-06,-3.6018e-12,24.775
0.232,0.0049878,0,1.9702,1.3312e-06,-2.2876e-12,24.71
0.234,0.0049878,0,1.9702,1.4375e-06,1.2776e-13,24.646
0.236,0.0049878,0,1.9702,1.5573e-06,2.1134e-12,24.582
0.238,0.0049878,0,1.9702,1.6835e-06,3.1215e-12,24.517
0.24,0.0049878,0,1.9702,1.8008e-06,3.422e-12,24.453
0.242,0.0049878,0,1.9702,1.8848e-06,3.3289e-12,24.388
0.244,0.0049878,0,1.9702,1.8872e-06,3.0563e-12,24.324
0.246,0.0049878,0,1.9702,1.7983e-06,2.7245e-12,24.26
0.248,0.0049878,0,1.9702,1.6512e-06,2.3935e-12,24.195
0.25,0.0049878,0,1.9702,1.4937e-06,2.0904e-12,24.131
0,0.0074817,0,1,0,0,31.87
0.002,0.0074817,0,1.0042,-0.014079,-1.6845e-13,31.885
0.004,0.0074817,0,1.0155,-0.027812,-3.7687e-13,31.911
0.006,0.0074817,0,1.0342,-0.040739,-6.3319e-13,31.931
0.008,0.0074817,0,1.0597,-0.052445,-9.404e-13,31.939
0.01,0.0074817,0,1.0911,-0.062622,-1.2909e-12,31.938
0.012,0.0074817,0,1.1273,-0.071071,-1.6581e-12,31.927
0.014,0.0074817,0,1.1674,-0.077692,-1.9951e-12,31.907
0.016,0.0074817,0,1.2104,-0.082484,-2.2524e-12,31.877
0.018,0.0074817,0,1.2552,-0.085522,-2.4008e-12,31.838
0.02,0.0074817,0,1.301,-0.086944,-2.4387e-12,31.792
0.022,0.0074817,0,1.3469,-0.086927,-2.3828e-12,31.738
0.024,0.0074817,0,1.3922,-0.085677,-2.2567e-12,31.678
0.026,0.0074817,0,1.4363,-0.083405,-2.0852e-12,31.613
0.028,0.0074817,0,1.4789,-0.080321,-1.8916e-12,31.544
