"Points:0","Points:1","Points:2","U:0","U:1","U:2","p"
0.13,0.0099756,0,1.8427,-0.00095072,1.5762e-15,27.442
0.14,0.0099756,0,1.8437,-0.00056187,1.478e-15,27.126
0.15,0.0099756,0,1.8443,-0.00033162,2.0098e-15,26.81
0.16,0.0099756,0,1.8447,-0.00019564,1.4969e-15,26.495
0.17,0.0099756,0,1.8449,-0.00011544,-1.0412e-15,26.179
0.18,0.0099756,0,1.845,-6.8165e-05,-9.3303e-16,25.863
0.19,0.0099756,0,1.8451,-4.0291e-05,2.5722e-16,25.548
0.2,0.0099756,0,1.8451,-2.3842e-05,1.812e-15,25.233
0.21,0.0099756,0,1.8452,-1.4128e-05,3.2481e-15,24.917
0.22,0.0099756,0,1.8452,-8.3805e-06,1.8148e-15,24.602
0.23,0.0099756,0,1.8452,-4.9722e-06,-1.9088e-15,24.286
0.24,0.0099756,0,1.8452,-2.9598e-06,-3.2281e-15,23.971
0.25,0.0099756,0,1.8452,-1.7628e-06,-2.9439e-15,23.656
0,0.019951,0,1,0,0,31.625
0.01,0.019951,0,1.1167,-0.16031,-1.773e-15,31.51
0.02,0.019951,0,1.2804,-0.18148,-3.6332e-15,31.225
0.03,0.019951,0,1.4069,-0.14731,-3.1302e-15,30.858
0.04,0.019951,0,1.4926,-0.10536,-1.4507e-15,30.468
0.05,0.019951,0,1.5461,-0.070371,-1.3093e-17,30.087
0.06,0.019951,0,1.5782,-0.04495,1.8809e-15,29.726
0.07,0.019951,0,1.5969,-0.027862,4.7e-15,29.38
0.08,0.019951,0,1.6076,-0.016927,5.5918e-15,29.046
0.09,0.019951,0,1.6138,-0.010146,4.0231e-15,28.719
0.1,0.019951,0,1.6173,-0.0060256,4.2646e-15,28.396
0.11,0.019951,0,1.6193,-0.0035573,3.6264e-15,28.077
0.12,0.019951,0,1.5447,-0.0017532,2.1793e-15,27.68
0.13,0.019951,0,1.6211,-0.0012285,2.0952e-15,27.442
0.14,0.019951,0,1.6215,-0.00072089,2.1274e-15,27.126
0.15,0.019951,0,1.6217,-0.00042314,2.8458e-15,26.81
0.16,0.019951,0,1.6218,-0.00024861,2.0199e-15,26.495
0.17,0.019951,0,1.6219,-0.00014626,-1.8279e-16,26.179
0.18,0.019951,0,1.6219,-8.6188e-05,-1.1269e-15,25.863
0.19,0.019951,0,1.622,-5.0877e-05,-9.0485e-16,25.548
0.2,0.019951,0,1.622,-3.0087e-05,2.8073e-16,25.233
0.21,0.019951,0,1.622,-1.7824e-05,2.3782e-15,24.917
0.22,0.019951,0,1.622,-1.057e-05,1.8205e-15,24.602
0.23,0.019951,0,1.622,-6.2728e-06,-2.07e-15,24.286
0.24,0.019951,0,1.622,-3.732e-06,-3.1057e-15,23.971
0.25,0.019951,0,1.6987,-2.6096e-06,-2.3365e-15,23.734
0,0.029927,0,1,0,0,31.755
0.01,0.029927,0,1.0944,-0.21716,-2.0472e-15,31.839
0.02,0.029927,0,1.1927,-0.21605,-3.5634e-15,31.349
0.03,0.029927,0,1.2315,-0.15643,-3.3761e-15,30.882
0.04,0.029927,0,1.2431,-0.10197,-2.71e-15,30.462
0.05,0.029927,0,1.2451,-0.063121,-2.9812e-16,30.075
0.06,0.029927,0,1.2438,-0.03782,1.8097e-15,29.714
0.07,0.029927,0,1.2416,-0.022205,2.2233e-15,29.371
0.08,0.029927,0,1.2396,-0.012888,3.2483e-15,29.04
0.09,0.029927,0,1.2381,-0.0074361,3.2284e-15,28.715
0.1,0.029927,0,1.2371,-0.0042805,4.393e-15,28.394
0.11,0.029927,0,1.2364,-0.002464,4.9083e-15,28.076
0.12,0.029927,0,1.3523,-0.0018796,3.1505e-15,27.838
0.25,0,0,1.9149,-1.095e-06,-3.394e-15,23.656
0.26,0,0,1.915,-6.4975e-07,-1.883e-15,23.34
0.27,0,0,1.915,-3.8539e-07,-1.1961e-15,23.025
0.28,0,0,1.915,-2.3103e-07,-2.6169e-15,22.709
0.29,0,0,1.915,-1.394e-07,-1.0492e-15,22.394
0.3,0,0,1.915,-8.2701e-08,5.0044e-16,22.078
0.31,0,0,1.915,-4.8771e-08,1.9246e-15,21.763
0.32,0,0,1.915,-3.0528e-08,3.1103e-15,21.448
0.33,0,0,1.915,-1.9663e-08,7.8952e-16,21.132
0.34,0,0,1.915,-1.0691e-08,3.0264e-16,20.817
0.35,0,0,1.915,-3.9572e-09,1.4145e-15,20.501
0.36,0,0,1.915,-1.5055e-09,1.3302e-15,20.186
0.37,0,0,1.915,-4.6214e-10,7.5585e-16,19.871
0.38,0,0,1.915,5.9991e-10,4.1589e-16,19.555
0.39,0,0,1.915,2.8881e-10,-1.1506e-16,19.24
0.4,0,0,1.915,-8.8521e-10,-1.1918e-15,18.924
0.41,0,0,1.915,-1.666e-09,-7.2832e-16,18.609
0.42,0,0,1.915,-8.4986e-10,-6.0272e-16,18.294
0.43,0,0,1.915,-3.619e-11,-1.4552e-15,17.978
0.44,0,0,1.915,-5.7789e-10,-5.8034e-16,17.663
0.45,0,0,1.915,-7.0377e-10,3.1167e-16,17.347
0.46,0,0,1.915,-2.1676e-10,1.7058e-15,17.032
0.47,0,0,1.915,-4.3297e-10,1.9109e-15,16.716
0.48,0,0,1.915,1.5305e-09,8.0964e-16,16.401
0.49,0,0,1.915,-5.8492e-10,5.3843e-16,16.086
0.5,0,0,1.915,-1.286e-09,-1.976e-16,15.77
0.25,0.0099756,0,1.8452,-1.7628e-06,-2.9439e-15,23.656
0.26,0.0099756,0,1.8452,-1.0464e-06,-2.1688e-15,23.34
0.27,0.0099756,0,1.8452,-6.2149e-07,-1.3753e-15,23.025
0.28,0.0099756,0,1.8452,-3.7195e-07,-1.9744e-15,22.709
0.29,0.0099756,0,1.8452,-2.2454e-07,-1.3428e-15,22.394
0.3,0.0099756,0,1.8452,-1.3336e-07,6.8629e-17,22.078
0.31,0.0099756,0,1.8452,-7.81e-08,2.1806e-15,21.763
0.32,0.0099756,0,1.8452,-4.8868e-08,2.8357e-15,21.448
0.33,0.0099756,0,1.8452,-3.2236e-08,6.6683e-16,21.132
0.34,0.0099756,0,1.8452,-1.7543e-08,-1.1077e-16,20.817
0.35,0.0099756,0,1.8452,-6.2806e-09,4.2582e-16,20.501
0.36,0.0099756,0,1.8452,-1.4215e-09,7.5094e-16,20.186
0.37,0.0099756,0,1.8452,6.9014e-10,6.0344e-16,19.871
0.38,0.0099756,0,1.8452,3.2763e-09,4.6435e-16,19.555
0.39,0.0099756,0,1.8452,2.319e-09,2.0786e-16,19.24
0.4,0.0099756,0,1.8452,-2.8828e-10,-5.3645e-16,18.924
0.41,0.0099756,0,1.8452,-2.209e-09,-2.0722e-16,18.609
0.42,0.0099756,0,1.8452,-1.4193e-09,-1.6607e-16,18.294
0.43,0.0099756,0,1.8452,-6.4724e-10,-9.5026e-16,17.978
0.44,0.0099756,0,1.8452,-1.6344e-09,-2.0201e-16,17.663
0.45,0.0099756,0,1.8452,-1.7625e-09,7.2553e-16,17.347
0.46,0.0099756,0,1.8452,-2.6914e-09,2.395e-15,17.032
0.47,0.0099756,0,1.8452,-1.2918e-09,2.7018e-15,16.716
0.48,0.0099756,0,1.8452,4.964e-09,1.6957e-15,16.401
0.49,0.0099756,0,1.8452,-3.6081e-10,1.5314e-15,16.086
0.5,0.0099756,0,1.8452,-1.1655e-09,6.2008e-16,15.77
0.25,0.019951,0,1.622,-2.2266e-06,-2.5677e-15,23.656
0.26,0.019951,0,1.622,-1.3289e-06,-2.6949e-15,23.34
0.27,0.019951,0,1.622,-7.9201e-07,-1.719e-15,23.025
0.28,0.019951,0,1.622,-4.7347e-07,-4.2239e-16,22.709
0.29,0.019951,0,1.622,-2.8523e-07,-6.8757e-16,22.394
0.3,0.019951,0,1.622,-1.6936e-07,-1.147e-17,22.078
0.31,0.019951,0,1.622,-9.9785e-08,2.0833e-15,21.763
0.32,0.019951,0,1.622,-6.3373e-08,2.3844e-15,21.448
0.33,0.019951,0,1.622,-4.2848e-08,1.3193e-15,21.132
0.34,0.019951,0,1.622,-2.4803e-08,4.6801e-16,20.817
0.35,0.019951,0,1.622,-1.0453e-08,1.7006e-16,20.501
0.36,0.019951,0,1.622,-2.0734e-09,6.0363e-16,20.186
0.37,0.019951,0,1.5453,1.9999e-09,7.6232e-16,19.792
0.38,0.019951,0,1.622,5.0414e-09,5.5721e-16,19.555
0.39,0.019951,0,1.622,5.3897e-09,4.3806e-16,19.24
0.4,0.019951,0,1.622,2.9274e-09,2.3986e-16,18.924
0.41,0.019951,0,1.622,7.4224e-10,3.3033e-16,18.609
0.42,0.019951,0,1.622,6.5469e-10,3.82e-16,18.294
0.43,0.019951,0,1.622,2.2064e-11,-1.7898e-16,17.978
0.44,0.019951,0,1.622,-1.8735e-09,-1.4518e-16,17.663
0.45,0.019951,0,1.622,-3.512e-09,4.0703e-16,17.347
0.46,0.019951,0,1.622,-6.0446e-09,1.9687e-15,17.032
0.47,0.019951,0,1.622,3.2322e-10,2.7889e-15,16.716
0.48,0.019951,0,1.622,7.8622e-09,2.4396e-15,16.401
0.49,0.019951,0,1.622,4.5526e-09,2.366e-15,16.086
0.5,0.019951,0,1.6987,-3.8996e-10,1.6023e-15,15.849
0.25,0.029927,0,1.352,-1.5564e-06,-2.8912e-15,23.577
0.26,0.029927,0,1.2354,-8.708e-07,-3.0942e-15,23.34
0.27,0.029927,0,1.2354,-5.2314e-07,-1.9147e-15,23.025
0.28,0.029927,0,1.2354,-3.1138e-07,4.0809e-16,22.709
0.29,0.029927,0,1.2354,-1.859e-07,1.2597e-16,22.394
0.3,0.029927,0,1.2354,-1.1257e-07,3.1147e-16,22.078
0.31,0.029927,0,1.2354,-6.9125e-08,2.0924e-15,21.763
0.32,0.029927,0,1.2354,-4.3466e-08,2.1324e-15,21.448
0.33,0.029927,0,1.2354,-2.9438e-08,1.5182e-15,21.132
0.34,0.029927,0,1.2354,-2.1718e-08,6.5035e-16,20.817
0.35,0.029927,0,1.2354,-1.4323e-08,-4.1433e-16,20.501
0.36,0.029927,0,1.2354,-5.2793e-09,-5.5765e-16,20.186
0.37,0.029927,0,1.352,2.6548e-09,6.0133e-16,19.949
0.5,0,0,1.915,-1.286e-09,-1.976e-16,15.77
0.51,0,0,1.915,1.5196e-09,-3.6091e-16,15.455
0.52,0,0,1.915,2.3766e-09,4.1039e-17,15.139
0.53,0,0,1.915,-1.42e-11,-5.1234e-16,14.824
0.54,0,0,1.915,-1.8169e-09,-1.521e-15,14.509
0.55,0,0,1.915,-7.8213e-10,-1.0252e-15,14.193
0.56,0,0,1.915,-7.4074e-11,-1.0118e-15,13.878
0.57,0,0,1.915,-1.6691e-09,-2.1132e-15,13.562
0.58,0,0,1.915,-2.656e-09,-1.5437e-15,13.247
0.59,0,0,1.915,-6.994e-10,-2.3391e-16,12.932
0.6,0,0,1.915,1.8924e-09,-9.6795e-16,12.616
0.61,0,0,1.915,1.9219e-09,-1.604e-15,12.301
0.62,0,0,1.915,1.5243e-09,-2.6435e-16,11.985
0.63,0,0,1.915,1.7568e-09,9.6332e-16,11.67
0.64,0,0,1.915,9.6922e-10,5.1177e-16,11.355
0.65,0,0,1.915,-4.6585e-10,-1.1381e-16,11.039
0.66,0,0,1.915,-1.3852e-09,-1.6863e-16,10.724
0.67,0,0,1.915,-6.4308e-10,3.2748e-17,10.408
0.68,0,0,1.915,1.2814e-10,5.516e-18,10.093
0.69,0,0,1.915,-4.4261e-10,-2.5962e-16,9.7776
0.7,0,0,1.915,-5.9189e-10,8.9144e-16,9.4622
0.71,0,0,1.915,-1.2496e-10,1.2478e-15,9.1468
0.72,0,0,1.915,-3.5804e-10,1.8159e-16,8.8314
0.73,0,0,1.915,1.5913e-09,1.9836e-16,8.516
0.74,0,0,1.915,-5.3709e-10,1.2349e-15,8.2006
0.75,0,0,1.915,-1.2479e-09,1.5069e-15,7.8852
0.5,0.0099756,0,1.8452,-1.1655e-09,6.2008e-16,15.77
0.51,0.0099756,0,1.8452,2.7958e-09,3.0427e-16,15.455
0.52,0.0099756,0,1.8452,3.2304e-09,1.4917e-16,15.139
0.53,0.0099756,0,1.8452,2.499e-10,-7.4474e-16,14.824
0.54,0.0099756,0,1.8452,-2.8058e-09,-1.4693e-15,14.509
0.55,0.0099756,0,1.8452,-1.3102e-09,-6.9662e-16,14.193
0.56,0.0099756,0,1.8452,4.2142e-10,-6.5715e-16,13.878
0.57,0.0099756,0,1.8452,-2.3158e-09,-1.9207e-15,13.562
0.58,0.0099756,0,1.8452,-4.7783e-09,-1.2871e-15,13.247
0.59,0.0099756,0,1.8452,-1.411e-09,1.2366e-16,12.932
0.6,0.0099756,0,1.8452,3.1671e-09,-6.3759e-16,12.616
0.61,0.0099756,0,1.8452,4.1091e-09,-1.1174e-15,12.301
0.62,0.0099756,0,1.8452,3.9013e-09,2.1591e-17,11.985
0.63,0.0099756,0,1.8452,5.1392e-09,6.9977e-16,11.67
0.64,0.0099756,0,1.8452,3.4112e-09,6.2255e-16,11.355
0.65,0.0099756,0,1.8452,3.7633e-10,4.9081e-16,11.039
0.66,0.0099756,0,1.8452,-1.7741e-09,3.6319e-16,10.724
0.67,0.0099756,0,1.8452,-1.1072e-09,1.1704e-16,10.408
0.68,0.0099756,0,1.8452,-4.0298e-10,-1.6186e-16,10.093
0.69,0.0099756,0,1.8452,-1.4344e-09,-1.6664e-16,9.7776
0.7,0.0099756,0,1.8452,-1.5966e-09,1.0129e-15,9.4622
0.71,0.0099756,0,1.8452,-2.5546e-09,1.3705e-15,9.1468
0.72,0.0099756,0,1.8452,-1.1792e-09,4.7242e-16,8.8314
0.73,0.0099756,0,1.8452,5.0556e-09,3.5091e-16,8.516
0.74,0.0099756,0,1.8452,-2.88e-10,1.1224e-15,8.2006
0.75,0.0099756,0,1.8452,-1.1077e-09,1.5595e-15,7.8852
0.5,0.019951,0,1.622,-4.4416e-10,1.5299e-15,15.77
0.51,0.019951,0,1.622,-1.6062e-09,9.7329e-16,15.455
0.52,0.019951,0,1.622,-7.4255e-10,3.128e-16,15.139
0.53,0.019951,0,1.622,-1.5525e-09,-2.5966e-16,14.824
0.54,0.019951,0,1.622,-3.7815e-09,-5.6718e-16,14.509
0.55,0.019951,0,1.622,-1.5972e-09,9.2144e-18,14.193
0.56,0.019951,0,1.622,8.083e-11,3.297e-17,13.878
0.57,0.019951,0,1.622,-4.0846e-09,-8.4698e-16,13.562
0.58,0.019951,0,1.622,-7.8003e-09,-1.612e-16,13.247
0.59,0.019951,0,1.622,-4.1685e-09,7.9855e-16,12.932
0.6,0.019951,0,1.622,1.67e-09,1.3776e-16,12.616
0.61,0.019951,0,1.622,5.0505e-09,3.0522e-17,12.301
0.62,0.019951,0,1.5453,5.507e-09,4.8133e-16,11.907
0.63,0.019951,0,1.622,7.5026e-09,4.1827e-16,11.67
0.64,0.019951,0,1.622,6.861e-09,7.3525e-16,11.355
0.65,0.019951,0,1.622,3.8362e-09,8.8798e-16,11.039
0.66,0.019951,0,1.622,1.337e-09,5.9029e-16,10.724
0.67,0.019951,0,1.622,1.0762e-09,-4.1638e-17,10.408
0.68,0.019951,0,1.622,3.4699e-10,-2.3204e-16,10.093
0.69,0.019951,0,1.622,-1.6097e-09,1.6675e-16,9.7776
0.7,0.019951,0,1.622,-3.2939e-09,9.0408e-16,9.4622
0.71,0.019951,0,1.622,-5.8646e-09,1.1319e-15,9.1468
0.72,0.019951,0,1.622,4.7114e-10,7.2269e-16,8.8314
0.73,0.019951,0,1.622,7.982e-09,5.4248e-16,8.516
0.74,0.019951,0,1.622,4.6475e-09,7.0645e-16,8.2006
0.75,0.019951,0,1.6987,-3.0951e-10,1.2929e-15,7.964
0.5,0.029927,0,1.352,-4.9732e-09,1.1314e-15,15.691
0.51,0.029927,0,1.2354,-7.497e-09,6.2234e-16,15.455
0.52,0.029927,0,1.2354,-6.4957e-09,5.9959e-16,15.139
0.53,0.029927,0,1.2354,-2.2712e-09,4.0826e-16,14.824
0.54,0.029927,0,1.2354,-1.0841e-09,1.7687e-16,14.509
0.55,0.029927,0,1.2354,-2.176e-09,9.1672e-17,14.193
0.56,0.029927,0,1.2354,-3.2329e-09,-4.5374e-16,13.878
0.57,0.029927,0,1.2354,-4.1912e-09,-8.153e-16,13.562
0.58,0.029927,0,1.2354,-6.077e-09,5.3593e-17,13.247
0.59,0.029927,0,1.2354,-7.8448e-09,8.4082e-16,12.932
0.6,0.029927,0,1.2354,-6.068e-09,5.5552e-16,12.616
0.61,0.029927,0,1.2354,-3.3195e-10,7.0137e-16,12.301
0.62,0.029927,0,1.352,6.4767e-09,9.124e-16,12.064
0.75,0,0,1.915,-1.2479e-09,1.5069e-15,7.8852
0.76,0,0,1.915,1.551e-09,7.1256e-16,7.5698
0.77,0,0,1.915,2.4047e-09,2.2741e-17,7.2543
0.78,0,0,1.915,1.372e-11,4.2946e-16,6.9389
0.79,0,0,1.915,-1.786e-09,6.2406e-16,6.6235
0.8,0,0,1.915,-7.4227e-10,-2.8785e-16,6.3081
0.81,0,0,1.915,-1.3255e-11,-5.107e-16,5.9927
0.82,0,0,1.915,-1.5766e-09,-4.1767e-16,5.6773
0.83,0,0,1.915,-2.5127e-09,7.6793e-17,5.3619
0.84,0,0,1.915,-4.8168e-10,1.2327e-16,5.0465
0.85,0,0,1.915,2.229e-09,-1.5079e-16,4.7311
0.86,0,0,1.915,2.4514e-09,5.3968e-17,4.4157
0.87,0,0,1.915,2.3633e-09,1.3291e-16,4.1003
0.88,0,0,1.915,3.064e-09,-8.7971e-17,3.7849
0.89,0,0,1.915,2.9154e-09,-6.0501e-17,3.4695
0.9,0,0,1.915,2.4736e-09,2.8581e-16,3.1541
0.91,0,0,1.915,3.0193e-09,3.8201e-16,2.8387
0.92,0,0,1.915,5.9584e-09,2.7136e-16,2.5233
0.93,0,0,1.915,9.4423e-09,-1.8497e-17,2.2078
0.94,0,0,1.915,1.2012e-08,-2.923e-16,1.8924
0.95,0,0,1.915,1.3627e-08,-1.426e-16,1.577
0.96,0,0,1.915,1.6412e-08,1.2366e-16,1.2616
0.97,0,0,1.915,1.1313e-08,1.6214e-17,0.94622
0.98,0,0,1.915,1.0684e-08,-1.6157e-16,0.63081
0.99,0,0,1.915,1.8637e-08,-1.9429e-16,0.31541
1,0,0,1.915,2.0886e-08,-1.7877e-16,0
0.75,0.0099756,0,1.8452,-1.1077e-09,1.5595e-15,7.8852
0.76,0.0099756,0,1.8452,2.8426e-09,1.0397e-15,7.5698
0.77,0.0099756,0,1.8452,3.2707e-09,2.9436e-16,7.2543
0.78,0.0099756,0,1.8452,2.8838e-10,6.0247e-16,6.9389
0.79,0.0099756,0,1.8452,-2.7641e-09,9.4341e-16,6.6235
0.8,0.0099756,0,1.8452,-1.2569e-09,2.2079e-16,6.3081
0.81,0.0099756,0,1.8452,5.0058e-10,-1.0776e-16,5.9927
0.82,0.0099756,0,1.8452,-2.1942e-09,-3.4857e-16,5.6773
0.83,0.0099756,0,1.8452,-4.5881e-09,-7.3029e-17,5.3619
0.84,0.0099756,0,1.8452,-1.1193e-09,9.716e-17,5.0465
0.85,0.0099756,0,1.8452,3.6208e-09,-3.191e-17,4.7311
0.86,0.0099756,0,1.8452,4.8369e-09,8.5423e-17,4.4157
0.87,0.0099756,0,1.8452,5.071e-09,-2.6757e-18,4.1003
0.88,0.0099756,0,1.8452,6.9473e-09,-2.5819e-16,3.7849
0.89,0.0099756,0,1.8452,6.1143e-09,-1.5125e-16,3.4695
0.9,0.0099756,0,1.8452,4.4903e-09,2.6038e-16,3.1541
0.91,0.0099756,0,1.8452,4.4731e-09,3.5219e-16,2.8387
0.92,0.0099756,0,1.8452,8.4406e-09,2.3643e-16,2.5233
0.93,0.0099756,0,1.8452,1.339e-08,-1.3234e-17,2.2078
0.94,0.0099756,0,1.8452,1.618e-08,-2.9269e-16,1.8924
0.95,0.0099756,0,1.8452,2.0421e-08,-2.0967e-16,1.577
0.96,0.0099756,0,1.8452,3.0901e-08,6.4938e-17,1.2616
0.97,0.0099756,0,1.8452,1.5653e-08,7.5881e-17,0.94622
0.98,0.0099756,0,1.8452,2.569e-08,-1.2101e-16,0.63081
0.99,0.0099756,0,1.8452,5.4036e-08,-2.3517e-16,0.31541
1,0.0099756,0,1.8452,5.1508e-08,-2.3785e-16,0
0.75,0.019951,0,1.622,-3.7031e-10,1.0825e-15,7.8852
0.76,0.019951,0,1.622,-1.549e-09,1.1449e-15,7.5698
0.77,0.019951,0,1.622,-6.9704e-10,6.692e-16,7.2543
0.78,0.019951,0,1.622,-1.514e-09,8.1094e-16,6.9389
0.79,0.019951,0,1.622,-3.7454e-09,1.2547e-15,6.6235
0.8,0.019951,0,1.622,-1.5561e-09,7.4509e-16,6.3081
0.81,0.019951,0,1.622,1.3772e-10,2.4845e-16,5.9927
0.82,0.019951,0,1.622,-3.9965e-09,-9.179e-17,5.6773
0.83,0.019951,0,1.622,-7.6602e-09,-1.2976e-16,5.3619
0.84,0.019951,0,1.622,-3.9479e-09,-2.2391e-17,5.0465
0.85,0.019951,0,1.622,2.0242e-09,-6.4152e-17,4.7311
0.86,0.019951,0,1.622,5.6007e-09,-7.5371e-18,4.4157
0.87,0.019951,0,1.5453,6.0742e-09,-3.2449e-16,4.0214
0.88,0.019951,0,1.622,8.7241e-09,-4.51e-16,3.7849
0.89,0.019951,0,1.622,8.7615e-09,-2.2837e-16,3.4695
0.9,0.019951,0,1.622,6.8284e-09,2.3405e-16,3.1541
0.91,0.019951,0,1.622,6.2097e-09,3.3552e-16,2.8387
0.92,0.019951,0,1.622,8.7968e-09,2.1303e-16,2.5233
0.93,0.019951,0,1.622,1.1833e-08,3.6465e-18,2.2078
0.94,0.019951,0,1.622,1.3385e-08,-2.5731e-16,1.8924
0.95,0.019951,0,1.622,2.0968e-08,-2.9374e-16,1.577
0.96,0.019951,0,1.622,3.2277e-08,-9.1997e-17,1.2616
0.97,0.019951,0,1.622,1.2657e-10,5.8057e-17,0.94622
0.98,0.019951,0,1.622,5.6039e-08,-6.5427e-17,0.63081
0.99,0.019951,0,1.622,1.5723e-07,-2.071e-16,0.31541
1,0.019951,0,1.7754,8.2131e-08,-2.9692e-16,0
0.75,0.029927,0,1.352,-4.9141e-09,7.9509e-16,7.8063
0.76,0.029927,0,1.2354,-7.4568e-09,8.0377e-16,7.5698
0.77,0.029927,0,1.2354,-6.4708e-09,5.4926e-16,7.2543
0.78,0.029927,0,1.2354,-2.2616e-09,7.6744e-16,6.9389
0.79,0.029927,0,1.2354,-1.0911e-09,1.1376e-15,6.6235
0.8,0.029927,0,1.2354,-2.2027e-09,7.4308e-16,6.3081
0.81,0.029927,0,1.2354,-3.2843e-09,1.1001e-16,5.9927
0.82,0.029927,0,1.2354,-4.2747e-09,2.7187e-17,5.6773
0.83,0.029927,0,1.2354,-6.2025e-09,6.2266e-17,5.3619
0.84,0.029927,0,1.2354,-8.0234e-09,-8.0397e-17,5.0465
0.85,0.029927,0,1.2354,-6.3181e-09,-2.8248e-16,4.7311
0.86,0.029927,0,1.2354,-7.4963e-10,-2.049e-16,4.4157
0.87,0.029927,0,1.352,6.279e-09,-1.6418e-16,4.1791
0.12,0.019951,0,1.5447,-0.0017532,2.1793e-15,27.68
0.13,0.019951,0,1.6211,-0.0012285,2.0952e-15,27.442
0.14,0.019951,0,1.6215,-0.00072089,2.1274e-15,27.126
0.15,0.019951,0,1.6217,-0.00042314,2.8458e-15,26.81
0.16,0.019951,0,1.6218,-0.00024861,2.0199e-15,26.495
0.17,0.019951,0,1.6219,-0.00014626,-1.8279e-16,26.179
0.18,0.019951,0,1.6219,-8.6188e-05,-1.1269e-15,25.863
0.19,0.019951,0,1.622,-5.0877e-05,-9.0485e-16,25.548
0.2,0.019951,0,1.622,-3.0087e-05,2.8073e-16,25.233
0.21,0.019951,0,1.622,-1.7824e-05,2.3782e-15,24.917
0.22,0.019951,0,1.622,-1.057e-05,1.8205e-15,24.602
0.23,0.019951,0,1.622,-6.2728e-06,-2.07e-15,24.286
0.24,0.019951,0,1.622,-3.732e-06,-3.1057e-15,23.971
0.25,0.019951,0,1.5453,-2.4056e-06,-2.4104e-15,23.734
0,0.029927,0,1,0,0,32.41
0.01,0.029927,0,1.0944,-0.21716,-2.0472e-15,31.839
0.02,0.029927,0,1.1927,-0.21605,-3.5634e-15,31.349
0.03,0.029927,0,1.2315,-0.15643,-3.3761e-15,30.882
0.04,0.029927,0,1.2431,-0.10197,-2.71e-15,30.462
0.05,0.029927,0,1.2451,-0.063121,-2.9812e-16,30.075
0.06,0.029927,0,1.2438,-0.03782,1.8097e-15,29.714
0.07,0.029927,0,1.2416,-0.022205,2.2233e-15,29.371
0.08,0.029927,0,1.2396,-0.012888,3.2483e-15,29.04
0.09,0.029927,0,1.2381,-0.0074361,3.2284e-15,28.715
0.1,0.029927,0,1.2371,-0.0042805,4.393e-15,28.394
0.11,0.029927,0,1.2364,-0.002464,4.9083e-15,28.076
0.12,0.029927,0,1.3523,-0.0018796,3.1505e-15,27.838
0.13,0.029927,0,1.2358,-0.00082116,1.5335e-15,27.442
0.14,0.029927,0,1.2356,-0.00047615,1.1867e-15,27.126
