"Points:0","Points:1","Points:2","U:0","U:1","U:2","p"
0,0,0,1,0,0,311.51
0.002,0,0,1.0084,-0.0055528,-6.4337e-14,311.81
0.004,0,0,1.0291,-0.01018,-1.2888e-13,312.39
0.006,0,0,1.0614,-0.014071,-1.8954e-13,312.85
0.008,0,0,1.103,-0.017191,-2.4406e-13,313.19
0.01,0,0,1.1517,-0.01954,-2.8818e-13,313.43
0.012,0,0,1.2056,-0.021158,-3.1713e-13,313.57
0.014,0,0,1.2629,-0.022106,-3.2862e-13,313.63
0.016,0,0,1.3218,-0.02246,-3.2178e-13,313.59
0.018,0,0,1.3809,-0.022307,-2.9924e-13,313.48
0.02,0,0,1.4389,-0.021736,-2.6512e-13,313.29
0.022,0,0,1.495,-0.020837,-2.2619e-13,313.03
0.024,0,0,1.5483,-0.019693,-1.8868e-13,312.71
0.026,0,0,1.5983,-0.018381,-1.5783e-13,312.35
0.028,0,0,1.6448,-0.016966,-1.4452e-13,311.93
0.03,0,0,1.6874,-0.015503,-7.7739e-14,311.48
0.032,0,0,1.7261,-0.014039,-1.6579e-14,310.99
0.034,0,0,1.761,-0.012609,-9.3434e-14,310.47
0.036,0,0,1.7922,-0.011239,-1.8071e-13,309.93
0.038,0,0,1.8199,-0.0099486,-2.1895e-13,309.36
0.04,0,0,1.8444,-0.0087495,-2.6522e-13,308.78
0.042,0,0,1.8658,-0.0076488,-3.0518e-13,308.19
0.044,0,0,1.8845,-0.0066488,-3.2236e-13,307.59
0.046,0,0,1.9007,-0.0057489,-3.0168e-13,306.97
0.048,0,0,1.9146,-0.0049457,-2.4113e-13,306.35
0.05,0,0,1.9266,-0.0042341,-1.4426e-13,305.72
0.052,0,0,1.9368,-0.0036081,-5.2515e-14,305.09
0.054,0,0,1.9455,-0.0030607,-5.578e-14,304.45
0.056,0,0,1.9528,-0.0025849,-1.5403e-13,303.81
0.058,0,0,1.959,-0.0021735,-3.0934e-13,303.17
0.06,0,0,1.9642,-0.0018197,-5.0951e-13,302.53
0.062,0,0,1.9686,-0.0015168,-7.1368e-13,301.89
0.064,0,0,1.9722,-0.0012588,-8.833e-13,301.24
0.066,0,0,1.9752,-0.00104,-9.7782e-13,300.6
0.068,0,0,1.9776,-0.00085514,-9.7161e-13,299.95
0.07,0,0,1.9797,-0.00069975,-8.7496e-13,299.3
0.072,0,0,1.9813,-0.00056966,-7.2457e-13,298.66
0.074,0,0,1.9827,-0.00046122,-5.6294e-13,298.01
0.076,0,0,1.9837,-0.00037122,-4.2167e-13,297.37
0.078,0,0,1.9846,-0.00029685,-3.1085e-13,296.72
0.08,0,0,1.9853,-0.00023569,-2.2898e-13,296.07
0.082,0,0,1.9858,-0.00018563,-1.7532e-13,295.43
0.084,0,0,1.9863,-0.00014486,-1.5144e-13,294.78
0.086,0,0,1.9866,-0.00011184,-1.6065e-13,294.14
0.088,0,0,1.9869,-8.5254e-05,-2.0735e-13,293.49
0.09,0,0,1.987,-6.3982e-05,-2.9287e-13,292.85
0.092,0,0,1.9872,-4.7084e-05,-4.0951e-13,292.2
0.094,0,0,1.9873,-3.3766e-05,-5.3565e-13,291.56
0.096,0,0,1.9874,-2.3367e-05,-6.378e-13,290.91
0.098,0,0,1.9874,-1.5331e-05,-6.8159e-13,290.27
0.1,0,0,1.9875,-9.2e-06,-6.4816e-13,289.63
0.102,0,0,1.9875,-4.5937e-06,-5.4351e-13,288.98
0.104,0,0,1.9875,-1.1995e-06,-3.9981e-13,288.34
0.106,0,0,1.9875,1.239e-06,-2.5691e-13,287.69
0.108,0,0,1.9875,2.9306e-06,-1.3067e-13,287.05
0.11,0,0,1.9875,4.0444e-06,-1.1003e-14,286.41
0.112,0,0,1.9874,4.717e-06,1.1822e-13,285.76
0.114,0,0,1.9874,5.0579e-06,2.5373e-13,285.12
0.116,0,0,1.9874,5.154e-06,3.6774e-13,284.47
0.118,0,0,1.9874,5.0739e-06,4.2593e-13,283.83
0.12,0,0,1.9874,4.8712e-06,4.1354e-13,283.19
0.122,0,0,1.9874,4.5877e-06,3.414e-13,282.54
0.124,0,0,1.9874,4.2552e-06,2.3469e-13,281.9
0.126,0,0,1.9874,3.8974e-06,1.2938e-13,281.26
0.128,0,0,1.9873,3.532e-06,6.042e-14,280.61
0.13,0,0,1.9873,3.1719e-06,5.2097e-14,279.97
0.132,0,0,1.9873,2.826e-06,1.0911e-13,279.32
0.134,0,0,1.9873,2.5e-06,2.0303e-13,278.68
0.136,0,0,1.9873,2.1975e-06,2.7557e-13,278.04
0.138,0,0,1.9873,1.9204e-06,2.692e-13,277.39
0.14,0,0,1.9873,1.6695e-06,1.665e-13,276.75
0.142,0,0,1.9873,1.4441e-06,3.7502e-15,276.11
0.144,0,0,1.9873,1.2434e-06,-1.5315e-13,275.46
0.146,0,0,1.9873,1.066e-06,-2.5632e-13,274.82
0.148,0,0,1.9873,9.1039e-07,-3.0973e-13,274.18
0.15,0,0,1.9873,7.7443e-07,-3.5359e-13,273.53
0.152,0,0,1.9873,6.5637e-07,-4.2325e-13,272.89
0.154,0,0,1.9873,5.545e-07,-5.3174e-13,272.24
0.156,0,0,1.9873,4.6711e-07,-6.7074e-13,271.6
0.158,0,0,1.9873,3.9233e-07,-8.1263e-13,270.96
0.16,0,0,1.9873,3.2868e-07,-9.4898e-13,270.31
0.162,0,0,1.9873,2.7489e-07,-1.0325e-12,269.67
0.164,0,0,1.9873,2.2973e-07,-1.0282e-12,269.03
0.166,0,0,1.9873,1.9186e-07,-9.659e-13,268.38
0.168,0,0,1.9873,1.6033e-07,-8.7165e-13,267.74
0.17,0,0,1.9873,1.3441e-07,-7.7289e-13,267.1
0.172,0,0,1.9873,1.1335e-07,-6.7299e-13,266.45
0.174,0,0,1.9873,9.6317e-08,-5.5447e-13,265.81
0.176,0,0,1.9873,8.2784e-08,-3.9909e-13,265.16
0.178,0,0,1.9873,7.2445e-08,-2.1206e-13,264.52
0.18,0,0,1.9873,6.491e-08,-2.4712e-14,263.88
0.182,0,0,1.9873,5.9708e-08,1.3067e-13,263.23
0.184,0,0,1.9873,5.6597e-08,2.4497e-13,262.59
0.186,0,0,1.9873,5.5559e-08,3.2164e-13,261.95
0.188,0,0,1.9873,5.6448e-08,3.5556e-13,261.3
0.19,0,0,1.9873,5.9031e-08,3.3049e-13,260.66
0.192,0,0,1.9873,6.3271e-08,2.4176e-13,260.02
0.194,0,0,1.9873,6.9341e-08,1.3585e-13,259.37
0.196,0,0,1.9873,7.7268e-08,1.27e-13,258.73
0.198,0,0,1.9873,8.6976e-08,3.525e-13,258.09
0.2,0,0,1.9873,9.8579e-08,8.1867e-13,257.44
0.202,0,0,1.9873,1.1237e-07,1.3055e-12,256.8
0.204,0,0,1.9873,1.2851e-07,1.5683e-12,256.15
0.206,0,0,1.9873,1.4699e-07,1.5616e-12,255.51
0.208,0,0,1.9873,1.6802e-07,1.3799e-12,254.87
0.21,0,0,1.9873,1.9186e-07,1.1217e-12,254.22
0.212,0,0,1.9873,2.1869e-07,8.4766e-13,253.58
0.214,0,0,1.9873,2.4825e-07,5.8265e-13,252.94
0.216,0,0,1.9873,2.8063e-07,3.2919e-13,252.29
0.218,0,0,1.9873,3.1559e-07,7.9857e-14,251.65
0.22,0,0,1.9873,3.5293e-07,-1.7354e-13,251.01
0.222,0,0,1.9873,3.9166e-07,-4.3089e-13,250.36
0.224,0,0,1.9873,4.3118e-07,-6.7268e-13,249.72
0.226,0,0,1.9873,4.7019e-07,-8.4344e-13,249.08
0.228,0,0,1.9873,5.0729e-07,-8.3984e-13,248.43
0.23,0,0,1.9873,5.4022e-07,-5.4736e-13,247.79
0.232,0,0,1.9873,5.6659e-07,1.7066e-14,247.14
0.234,0,0,1.9873,5.8327e-07,6.161e-13,246.5
0.236,0,0,1.9873,5.8687e-07,9.937e-13,245.86
0.238,0,0,1.9873,5.7365e-07,1.0981e-12,245.21
0.24,0,0,1.9873,5.4115e-07,1.0229e-12,244.57
0.242,0,0,1.9873,4.8319e-07,8.6914e-13,243.93
0.244,0,0,1.9873,3.9662e-07,6.9897e-13,243.28
0.246,0,0,1.9873,2.7877e-07,5.4182e-13,242.64
0.248,0,0,1.9873,1.6982e-07,4.0768e-13,242
0.25,0,0,1.9873,5.0685e-08,2.9534e-13,241.35
0,0.0024939,0,1,0,0,311.62
0.002,0.0024939,0,1.0083,-0.0099127,-1.2399e-13,311.93
0.004,0.0024939,0,1.0289,-0.01833,-2.4784e-13,312.53
0.006,0.0024939,0,1.0612,-0.02538,-3.6558e-13,313.03
0.008,0.0024939,0,1.1029,-0.031017,-4.7124e-13,313.4
0.01,0.0024939,0,1.1517,-0.035254,-5.5682e-13,313.67
0.012,0.0024939,0,1.2057,-0.038165,-6.1371e-13,313.83
0.014,0.0024939,0,1.2629,-0.039862,-6.3613e-13,313.89
0.016,0.0024939,0,1.3218,-0.040487,-6.2238e-13,313.85
0.018,0.0024939,0,1.3808,-0.040196,-5.7724e-13,313.73
0.02,0.0024939,0,1.4387,-0.039153,-5.1021e-13,313.54
0.022,0.0024939,0,1.4946,-0.03752,-4.3399e-13,313.27
0.024,0.0024939,0,1.5477,-0.035448,-3.603e-13,312.94
0.026,0.0024939,0,1.5976,-0.033075,-2.9965e-13,312.55
0.028,0.0024939,0,1.6437,-0.030519,-2.6653e-13,312.12
0.03,0.0024939,0,1.6861,-0.02788,-2.0818e-13,311.65
0.032,0.0024939,0,1.7246,-0.02524,-1.6474e-13,311.15
0.034,0.0024939,0,1.7592,-0.022662,-2.4011e-13,310.61
0.036,0.0024939,0,1.7902,-0.020195,-3.4104e-13,310.05
0.038,0.0024939,0,1.8177,-0.017872,-4.1974e-13,309.48
0.04,0.0024939,0,1.8419,-0.015715,-5.1268e-13,308.88
0.042,0.0024939,0,1.8631,-0.013735,-5.9335e-13,308.28
0.044,0.0024939,0,1.8816,-0.011938,-6.2896e-13,307.66
0.046,0.0024939,0,1.8976,-0.01032,-5.8838e-13,307.03
0.048,0.0024939,0,1.9115,-0.0088774,-4.6413e-13,306.4
0.05,0.0024939,0,1.9233,-0.0075994,-2.8225e-13,305.77
0.052,0.0024939,0,1.9334,-0.0064752,-1.208e-13,305.13
0.054,0.0024939,0,1.942,-0.0054924,-1.0992e-13,304.49
0.056,0.0024939,0,1.9493,-0.0046384,-2.8015e-13,303.84
0.058,0.0024939,0,1.9554,-0.0039001,-5.8419e-13,303.2
0.06,0.0024939,0,1.9605,-0.0032652,-9.7729e-13,302.55
0.062,0.0024939,0,1.9648,-0.0027217,-1.3808e-12,301.9
0.064,0.0024939,0,1.9684,-0.0022588,-1.7167e-12,301.25
0.066,0.0024939,0,1.9713,-0.0018662,-1.9026e-12,300.61
0.068,0.0024939,0,1.9737,-0.0015346,-1.8872e-12,299.96
0.07,0.0024939,0,1.9757,-0.0012559,-1.6927e-12,299.31
0.072,0.0024939,0,1.9774,-0.0010225,-1.3932e-12,298.66
0.074,0.0024939,0,1.9787,-0.000828,-1.0758e-12,298.02
0.076,0.0024939,0,1.9798,-0.00066654,-8.0198e-13,297.37
0.078,0.0024939,0,1.9806,-0.00053312,-5.8875e-13,296.72
0.08,0.0024939,0,1.9813,-0.00042338,-4.3232e-13,296.08
0.082,0.0024939,0,1.9818,-0.00033355,-3.2955e-13,295.43
0.084,0.0024939,0,1.9823,-0.00026039,-2.8303e-13,294.78
0.086,0.0024939,0,1.9826,-0.00020112,-2.9997e-13,294.14
0.088,0.0024939,0,1.9828,-0.00015338,-3.8979e-13,293.49
0.09,0.0024939,0,1.983,-0.00011518,-5.5681e-13,292.85
0.092,0.0024939,0,1.9832,-8.4829e-05,-7.8658e-13,292.2
0.094,0.0024939,0,1.9833,-6.09e-05,-1.0364e-12,291.56
0.096,0.0024939,0,1.9834,-4.2205e-05,-1.2404e-12,290.91
0.098,0.0024939,0,1.9834,-2.7754e-05,-1.3286e-12,290.27
0.1,0.0024939,0,1.9834,-1.6721e-05,-1.2621e-12,289.63
0.102,0.0024939,0,1.9834,-8.4259e-06,-1.0516e-12,288.98
0.104,0.0024939,0,1.9835,-2.3079e-06,-7.6597e-13,288.34
0.106,0.0024939,0,1.9835,2.0927e-06,-4.8901e-13,287.69
0.108,0.0024939,0,1.9834,5.1504e-06,-2.496e-13,287.05
0.11,0.0024939,0,1.9834,7.169e-06,-2.2833e-14,286.41
0.112,0.0024939,0,1.9834,8.3936e-06,2.2662e-13,285.76
0.114,0.0024939,0,1.9834,9.0205e-06,4.938e-13,285.12
0.116,0.0024939,0,1.9834,9.2059e-06,7.1999e-13,284.47
0.118,0.0024939,0,1.9834,9.0731e-06,8.3442e-13,283.83
0.12,0.0024939,0,1.9834,8.7187e-06,8.0769e-13,283.19
0.122,0.0024939,0,1.9834,8.2176e-06,6.6234e-13,282.54
0.124,0.0024939,0,1.9834,7.6269e-06,4.4834e-13,281.9
0.126,0.0024939,0,1.9833,6.9897e-06,2.3738e-13,281.26
0.128,0.0024939,0,1.9833,6.3378e-06,1.0005e-13,280.61
0.13,0.0024939,0,1.9833,5.6945e-06,8.4052e-14,279.97
0.132,0.0024939,0,1.9833,5.0757e-06,2.0131e-13,279.32
0.134,0.0024939,0,1.9833,4.492e-06,3.9599e-13,278.68
0.136,0.0024939,0,1.9833,3.9501e-06,5.4829e-13,278.04
0.138,0.0024939,0,1.9833,3.4535e-06,5.3927e-13,277.39
0.14,0.0024939,0,1.9833,3.0032e-06,3.3251e-13,276.75
0.142,0.0024939,0,1.9833,2.5986e-06,3.4568e-15,276.11
0.144,0.0024939,0,1.9833,2.2382e-06,-3.0877e-13,275.46
0.146,0.0024939,0,1.9833,1.9195e-06,-5.0506e-13,274.82
0.148,0.0024939,0,1.9833,1.6395e-06,-5.9801e-13,274.18
0.15,0.0024939,0,1.9833,1.3949e-06,-6.7349e-13,273.53
0.152,0.0024939,0,1.9833,1.1825e-06,-8.0465e-13,272.89
0.154,0.0024939,0,1.9833,9.9914e-07,-1.0161e-12,272.24
0.156,0.0024939,0,1.9833,8.4161e-07,-1.2896e-12,271.6
0.158,0.0024939,0,1.9833,7.0684e-07,-1.5748e-12,270.96
0.16,0.0024939,0,1.9833,5.9218e-07,-1.8363e-12,270.31
0.162,0.0024939,0,1.9833,4.9521e-07,-1.9937e-12,269.67
0.164,0.0024939,0,1.9833,4.1362e-07,-1.9895e-12,269.03
0.166,0.0024939,0,1.9833,3.4527e-07,-1.8632e-12,268.38
0.168,0.0024939,0,1.9833,2.8843e-07,-1.6748e-12,267.74
0.17,0.0024939,0,1.9833,2.4164e-07,-1.4839e-12,267.1
0.172,0.0024939,0,1.9833,2.0348e-07,-1.2972e-12,266.45
0.174,0.0024939,0,1.9833,1.7266e-07,-1.0737e-12,265.81
0.176,0.0024939,0,1.9833,1.4826e-07,-7.7284e-13,265.16
0.178,0.0024939,0,1.9833,1.2954e-07,-4.0537e-13,264.52
0.18,0.0024939,0,1.9833,1.1576e-07,-3.7857e-14,263.88
0.182,0.0024939,0,1.9833,1.0623e-07,2.6249e-13,263.23
0.184,0.0024939,0,1.9833,1.0057e-07,4.8087e-13,262.59
0.186,0.0024939,0,1.9833,9.8576e-08,6.2804e-13,261.95
0.188,0.0024939,0,1.9833,9.9921e-08,6.9608e-13,261.3
0.19,0.0024939,0,1.9833,1.0435e-07,6.4928e-13,260.66
0.192,0.0024939,0,1.9833,1.1187e-07,4.6746e-13,260.02
0.194,0.0024939,0,1.9833,1.2258e-07,2.3643e-13,259.37
0.196,0.0024939,0,1.9833,1.3649e-07,1.882e-13,258.73
0.198,0.0024939,0,1.9833,1.5363e-07,6.2282e-13,258.09
0.2,0.0024939,0,1.9833,1.7424e-07,1.5722e-12,257.44
0.202,0.0024939,0,1.9833,1.9867e-07,2.5646e-12,256.8
0.204,0.0024939,0,1.9833,2.2713e-07,3.0783e-12,256.15
0.206,0.0024939,0,1.9833,2.598e-07,3.0402e-12,255.51
0.208,0.0024939,0,1.9833,2.9704e-07,2.6657e-12,254.87
0.21,0.0024939,0,1.9833,3.3921e-07,2.1558e-12,254.22
0.212,0.0024939,0,1.9833,3.8644e-07,1.6243e-12,253.58
0.214,0.0024939,0,1.9833,4.3863e-07,1.1145e-12,252.94
0.216,0.0024939,0,1.9833,4.9583e-07,6.2871e-13,252.29
0.218,0.0024939,0,1.9833,5.577e-07,1.5137e-13,251.65
0.22,0.0024939,0,1.9833,6.2368e-07,-3.3507e-13,251.01
0.222,0.0024939,0,1.9833,6.9256e-07,-8.3383e-13,250.36
0.224,0.0024939,0,1.9833,7.6312e-07,-1.3115e-12,249.72
0.226,0.0024939,0,1.9833,8.3332e-07,-1.6636e-12,249.08
0.228,0.0024939,0,1.9833,9.0055e-07,-1.6821e-12,248.43
0.23,0.0024939,0,1.9833,9.6122e-07,-1.1132e-12,247.79
0.232,0.0024939,0,1.9833,1.0109e-06,2.9348e-14,247.14
0.234,0.0024939,0,1.9833,1.0442e-06,1.24e-12,246.5
0.236,0.0024939,0,1.9833,1.0546e-06,1.9754e-12,245.86
0.238,0.0024939,0,1.9832,1.036e-06,2.1519e-12,245.21
0.24,0.0024939,0,1.9832,9.8191e-07,1.9826e-12,244.57
0.242,0.0024939,0,1.9832,8.8296e-07,1.6711e-12,243.93
0.244,0.0024939,0,1.9832,7.2613e-07,1.3372e-12,243.28
0.246,0.0024939,0,1.9832,5.201e-07,1.0337e-12,242.64
0.248,0.0024939,0,1.9832,3.1231e-07,7.7604e-13,242
0.25,0.0024939,0,1.9832,1.0559e-07,5.6148e-13,241.35
0,0.0049878,0,1,0,0,311.8
0.002,0.0049878,0,1.0082,-0.01846,-2.4677e-13,312.12
0.004,0.0049878,0,1.0289,-0.034351,-4.9298e-13,312.73
0.006,0.0049878,0,1.0613,-0.04761,-7.298e-13,313.26
0.008,0.0049878,0,1.1031,-0.058166,-9.4419e-13,313.65
0.01,0.0049878,0,1.152,-0.066064,-1.1194e-12,313.93
0.012,0.0049878,0,1.206,-0.071454,-1.237e-12,314.09
0.014,0.0049878,0,1.2632,-0.074555,-1.2815e-12,314.16
0.016,0.0049878,0,1.3218,-0.075641,-1.2489e-12,314.12
0.018,0.0049878,0,1.3804,-0.075014,-1.1506e-12,313.99
0.02,0.0049878,0,1.4378,-0.072988,-1.0083e-12,313.78
0.022,0.0049878,0,1.4931,-0.069869,-8.4814e-13,313.5
0.024,0.0049878,0,1.5455,-0.065942,-6.9355e-13,313.15
0.026,0.0049878,0,1.5945,-0.061464,-5.6483e-13,312.75
0.028,0.0049878,0,1.6399,-0.056658,-4.806e-13,312.3
0.03,0.0049878,0,1.6814,-0.051711,-4.2965e-13,311.81
0.032,0.0049878,0,1.719,-0.046774,-4.2402e-13,311.29
0.034,0.0049878,0,1.7529,-0.041963,-5.0309e-13,310.74
0.036,0.0049878,0,1.7831,-0.037366,-6.4101e-13,310.16
0.038,0.0049878,0,1.8098,-0.033044,-8.1669e-13,309.57
0.04,0.0049878,0,1.8334,-0.029036,-1.023e-12,308.97
0.042,0.0049878,0,1.854,-0.025363,-1.2097e-12,308.35
0.044,0.0049878,0,1.8719,-0.022031,-1.3046e-12,307.72
0.046,0.0049878,0,1.8874,-0.019037,-1.2281e-12,307.09
0.048,0.0049878,0,1.9007,-0.016367,-9.4092e-13,306.45
0.05,0.0049878,0,1.9122,-0.014005,-5.1595e-13,305.8
0.052,0.0049878,0,1.9219,-0.011928,-1.5514e-13,305.16
0.054,0.0049878,0,1.9302,-0.010115,-9.7142e-14,304.51
0.056,0.0049878,0,1.9372,-0.0085391,-4.2972e-13,303.86
0.058,0.0049878,0,1.9431,-0.007178,-1.0807e-12,303.21
0.06,0.0049878,0,1.948,-0.006008,-1.9212e-12,302.56
0.062,0.0049878,0,1.9522,-0.005007,-2.7885e-12,301.91
0.064,0.0049878,0,1.9556,-0.0041546,-3.5207e-12,301.26
0.066,0.0049878,0,1.9584,-0.003432,-3.9211e-12,300.61
0.068,0.0049878,0,1.9608,-0.002822,-3.8629e-12,299.96
0.07,0.0049878,0,1.9627,-0.0023092,-3.4134e-12,299.32
0.072,0.0049878,0,1.9642,-0.00188,-2.7438e-12,298.67
0.074,0.0049878,0,1.9655,-0.0015223,-2.0652e-12,298.02
0.076,0.0049878,0,1.9665,-0.0012254,-1.5143e-12,297.37
0.078,0.0049878,0,1.9673,-0.00098018,-1.0997e-12,296.72
0.08,0.0049878,0,1.968,-0.00077847,-7.9815e-13,296.08
0.082,0.0049878,0,1.9685,-0.00061335,-5.9731e-13,295.43
0.084,0.0049878,0,1.9689,-0.00047887,-5.0128e-13,294.79
0.086,0.0049878,0,1.9692,-0.00036993,-5.2757e-13,294.14
0.088,0.0049878,0,1.9695,-0.00028219,-7.0298e-13,293.49
0.09,0.0049878,0,1.9697,-0.00021197,-1.0469e-12,292.85
0.092,0.0049878,0,1.9698,-0.00015616,-1.5372e-12,292.2
0.094,0.0049878,0,1.9699,-0.00011216,-2.0857e-12,291.56
0.096,0.0049878,0,1.97,-7.7781e-05,-2.5458e-12,290.91
0.098,0.0049878,0,1.97,-5.1194e-05,-2.7495e-12,290.27
0.1,0.0049878,0,1.97,-3.0891e-05,-2.6037e-12,289.63
0.102,0.0049878,0,1.97,-1.5619e-05,-2.1239e-12,288.98
0.104,0.0049878,0,1.9701,-4.3499e-06,-1.4873e-12,288.34
0.106,0.0049878,0,1.9701,3.7617e-06,-9.1932e-13,287.69
0.108,0.0049878,0,1.9701,9.4033e-06,-4.7306e-13,287.05
0.11,0.0049878,0,1.97,1.3133e-05,-5.8603e-14,286.41
0.112,0.0049878,0,1.97,1.5401e-05,4.3682e-13,285.76
0.114,0.0049878,0,1.97,1.6568e-05,1.0142e-12,285.12
0.116,0.0049878,0,1.97,1.6921e-05,1.5183e-12,284.47
0.118,0.0049878,0,1.97,1.6688e-05,1.7643e-12,283.83
0.12,0.0049878,0,1.97,1.6045e-05,1.6881e-12,283.19
0.122,0.0049878,0,1.97,1.513e-05,1.3549e-12,282.54
0.124,0.0049878,0,1.97,1.4048e-05,8.6942e-13,281.9
0.126,0.0049878,0,1.9699,1.288e-05,3.9247e-13,281.26
0.128,0.0049878,0,1.9699,1.1684e-05,8.4699e-14,280.61
0.13,0.0049878,0,1.9699,1.0502e-05,4.8216e-14,279.97
0.132,0.0049878,0,1.9699,9.3642e-06,3.3217e-13,279.32
0.134,0.0049878,0,1.9699,8.2903e-06,8.2153e-13,278.68
0.136,0.0049878,0,1.9699,7.2927e-06,1.2222e-12,278.04
0.138,0.0049878,0,1.9699,6.3777e-06,1.2307e-12,277.39
0.14,0.0049878,0,1.9699,5.5477e-06,7.5174e-13,276.75
0.142,0.0049878,0,1.9699,4.8016e-06,-2.1504e-14,276.11
0.144,0.0049878,0,1.9699,4.1366e-06,-7.2014e-13,275.46
0.146,0.0049878,0,1.9699,3.5481e-06,-1.0898e-12,274.82
0.148,0.0049878,0,1.9699,3.0308e-06,-1.1944e-12,274.18
0.15,0.0049878,0,1.9699,2.5788e-06,-1.2774e-12,273.53
0.152,0.0049878,0,1.9699,2.1862e-06,-1.5163e-12,272.89
0.154,0.0049878,0,1.9699,1.8469e-06,-1.9524e-12,272.24
0.156,0.0049878,0,1.9699,1.5553e-06,-2.5341e-12,271.6
0.158,0.0049878,0,1.9699,1.3057e-06,-3.1577e-12,270.96
0.16,0.0049878,0,1.9699,1.0934e-06,-3.7077e-12,270.31
0.162,0.0049878,0,1.9699,9.1374e-07,-4.0309e-12,269.67
0.164,0.0049878,0,1.9699,7.6235e-07,-4.017e-12,269.03
0.166,0.0049878,0,1.9699,6.3559e-07,-3.712e-12,268.38
0.168,0.0049878,0,1.9699,5.3023e-07,-3.2866e-12,267.74
0.17,0.0049878,0,1.9699,4.4334e-07,-2.906e-12,267.1
0.172,0.0049878,0,1.9699,3.7233e-07,-2.5767e-12,266.45
0.174,0.0049878,0,1.9699,3.1503e-07,-2.171e-12,265.81
0.176,0.0049878,0,1.9699,2.697e-07,-1.5669e-12,265.16
0.178,0.0049878,0,1.9699,2.3475e-07,-7.8383e-13,264.52
0.18,0.0049878,0,1.9699,2.0881e-07,-2.6937e-15,263.88
0.182,0.0049878,0,1.9699,1.9084e-07,5.9749e-13,263.23
0.184,0.0049878,0,1.9699,1.8011e-07,1.0133e-12,262.59
0.186,0.0049878,0,1.9699,1.7597e-07,1.3061e-12,261.95
0.188,0.0049878,0,1.9699,1.7787e-07,1.4682e-12,261.3
0.19,0.0049878,0,1.9699,1.8555e-07,1.3909e-12,260.66
0.192,0.0049878,0,1.9699,1.9896e-07,9.5626e-13,260.02
0.194,0.0049878,0,1.9699,2.1807e-07,2.9884e-13,259.37
0.196,0.0049878,0,1.9699,2.429e-07,-5.2809e-14,258.73
0.198,0.0049878,0,1.9699,2.737e-07,7.8923e-13,258.09
0.2,0.0049878,0,1.9699,3.1088e-07,3.0853e-12,257.44
0.202,0.0049878,0,1.9699,3.5483e-07,5.4924e-12,256.8
0.204,0.0049878,0,1.9699,4.0593e-07,6.5459e-12,256.15
0.206,0.0049878,0,1.9699,4.6471e-07,6.2618e-12,255.51
0.208,0.0049878,0,1.9699,5.3174e-07,5.3399e-12,254.87
0.21,0.0049878,0,1.9699,6.0748e-07,4.2371e-12,254.22
0.212,0.0049878,0,1.9699,6.9215e-07,3.1564e-12,253.58
0.214,0.0049878,0,1.9699,7.8598e-07,2.1529e-12,252.94
0.216,0.0049878,0,1.9699,8.8891e-07,1.2111e-12,252.29
0.218,0.0049878,0,1.9699,1.0006e-06,2.8803e-13,251.65
0.22,0.0049878,0,1.9699,1.1199e-06,-6.6387e-13,251.01
0.222,0.0049878,0,1.9699,1.2457e-06,-1.6718e-12,250.36
0.224,0.0049878,0,1.9699,1.3755e-06,-2.7006e-12,249.72
0.226,0.0049878,0,1.9699,1.5063e-06,-3.5688e-12,249.08
0.228,0.0049878,0,1.9699,1.6335e-06,-3.817e-12,248.43
0.23,0.0049878,0,1.9699,1.7512e-06,-2.6686e-12,247.79
0.232,0.0049878,0,1.9699,1.8514e-06,3.8652e-14,247.14
0.234,0.0049878,0,1.9699,1.9242e-06,2.894e-12,246.5
0.236,0.0049878,0,1.9699,1.9579e-06,4.3924e-12,245.86
0.238,0.0049878,0,1.9699,1.9411e-06,4.5324e-12,245.21
0.24,0.0049878,0,1.9699,1.8592e-06,4.0105e-12,244.57
0.242,0.0049878,0,1.9699,1.6953e-06,3.2902e-12,243.93
0.244,0.0049878,0,1.9699,1.4198e-06,2.5884e-12,243.28
0.246,0.0049878,0,1.9699,1.0497e-06,1.9808e-12,242.64
0.248,0.0049878,0,1.9699,6.3485e-07,1.4781e-12,242
0.25,0.0049878,0,1.9699,2.2295e-07,1.0658e-12,241.35
0,0.0074817,0,1,0,0,311.99
0.002,0.0074817,0,1.0084,-0.027199,-3.7678e-13,312.3
0.004,0.0074817,0,1.0293,-0.050669,-7.5504e-13,312.91
0.006,0.0074817,0,1.0619,-0.070171,-1.1243e-12,313.43
0.008,0.0074817,0,1.104,-0.085615,-1.4657e-12,313.81
0.01,0.0074817,0,1.153,-0.097086,-1.7509e-12,314.07
0.012,0.0074817,0,1.2069,-0.10482,-1.9443e-12,314.22
0.014,0.0074817,0,1.2637,-0.10916,-2.013e-12,314.26
0.016,0.0074817,0,1.3217,-0.11054,-1.9471e-12,314.21
0.018,0.0074817,0,1.3795,-0.10941,-1.7695e-12,314.07
0.02,0.0074817,0,1.4359,-0.10624,-1.5231e-12,313.85
0.022,0.0074817,0,1.49,-0.10151,-1.2528e-12,313.55
0.024,0.0074817,0,1.541,-0.095622,-9.9596e-13,313.19
0.026,0.0074817,0,1.5886,-0.088967,-7.8141e-13,312.78
0.028,0.0074817,0,1.6325,-0.081869,-6.3047e-13,312.32
0.03,0.0074817,0,1.6725,-0.074597,-5.5775e-13,311.83
