"Points:0","Points:1","Points:2","U:0","U:1","U:2","p"
0.088571,0,0,1.9711,-0.00045198,7.025e-17,29.457
0.09,0,0,1.9723,-0.00040687,-6.0643e-16,29.41
0.091429,0,0,1.9734,-0.0003656,-9.9052e-16,29.363
0.092857,0,0,1.9744,-0.00032788,-2.4611e-16,29.316
0.094286,0,0,1.9752,-0.00029344,-1.3797e-16,29.269
0.095714,0,0,1.976,-0.00026203,2.7684e-16,29.222
0.097143,0,0,1.9767,-0.00023343,6.5523e-16,29.176
0.098571,0,0,1.9773,-0.00020741,6.7668e-16,29.129
0.1,0,0,1.9779,-0.00018378,5.0382e-16,29.082
0.10143,0,0,1.9784,-0.00016235,4.4844e-16,29.036
0.10286,0,0,1.9788,-0.00014294,1.2748e-15,28.989
0.10429,0,0,1.9792,-0.0001254,1.5583e-15,28.943
0.10571,0,0,1.9795,-0.00010957,1.2597e-15,28.896
0.10714,0,0,1.9798,-9.5313e-05,1.2285e-15,28.85
0.10857,0,0,1.9801,-8.25e-05,9.182e-16,28.803
0.11,0,0,1.9803,-7.1009e-05,4.2965e-16,28.757
0.11143,0,0,1.9805,-6.073e-05,-2.196e-17,28.711
0.11286,0,0,1.9807,-5.1557e-05,-1.7437e-16,28.664
0.11429,0,0,1.9808,-4.3395e-05,-1.2962e-17,28.618
0.11571,0,0,1.9809,-3.6153e-05,1.053e-16,28.572
0.11714,0,0,1.981,-2.975e-05,1.7231e-16,28.525
0.11857,0,0,1.9811,-2.411e-05,7.8294e-16,28.479
0.12,0,0,1.9811,-1.916e-05,9.1648e-16,28.433
0.12143,0,0,1.9812,-1.4837e-05,-8.9763e-17,28.387
0.12286,0,0,1.9812,-1.108e-05,-5.7804e-16,28.34
0.12429,0,0,1.9813,-7.8326e-06,7.9045e-18,28.294
0.12571,0,0,1.9813,-5.0431e-06,1.1246e-15,28.248
0.12714,0,0,1.9813,-2.6645e-06,1.072e-15,28.202
0.12857,0,0,1.9813,-6.5341e-07,9.1686e-16,28.156
0.13,0,0,1.9813,1.0311e-06,1.4468e-15,28.109
0.13143,0,0,1.9813,2.4262e-06,1.4407e-15,28.063
0.13286,0,0,1.9813,3.5652e-06,8.4051e-16,28.017
0.13429,0,0,1.9813,4.4784e-06,1.405e-15,27.971
0.13571,0,0,1.9813,5.1943e-06,1.7484e-15,27.925
0.13714,0,0,1.9812,5.7385e-06,1.4526e-15,27.878
0.13857,0,0,1.9812,6.1331e-06,2.0314e-15,27.832
0.14,0,0,1.9812,6.398e-06,1.6328e-15,27.786
0.14143,0,0,1.9812,6.552e-06,1.9846e-15,27.74
0.14286,0,0,1.9812,6.6119e-06,2.0096e-15,27.694
0.14429,0,0,1.9812,6.5917e-06,1.7455e-15,27.648
0.14571,0,0,1.9811,6.5042e-06,1.7496e-15,27.601
0.14714,0,0,1.9811,6.3622e-06,2.4004e-15,27.555
0.14857,0,0,1.9811,6.1767e-06,3.0857e-15,27.509
0.15,0,0,1.9811,5.9565e-06,3.1978e-15,27.463
0.15143,0,0,1.9811,5.7096e-06,2.8433e-15,27.417
0.15286,0,0,1.9811,5.444e-06,3.0417e-15,27.371
0.15429,0,0,1.981,5.1663e-06,3.7721e-15,27.324
0.15571,0,0,1.981,4.881e-06,2.8934e-15,27.278
0.15714,0,0,1.981,4.5919e-06,3.0848e-15,27.232
0.15857,0,0,1.981,4.3033e-06,3.0834e-15,27.186
0.16,0,0,1.981,4.0184e-06,2.7297e-15,27.14
0.16143,0,0,1.981,3.7388e-06,2.7372e-15,27.094
0.16286,0,0,1.981,3.4661e-06,2.6019e-15,27.048
0.16429,0,0,1.981,3.2023e-06,2.1575e-15,27.001
0.16571,0,0,1.9809,2.9493e-06,1.8816e-15,26.955
0.16714,0,0,1.9809,2.7074e-06,2.142e-15,26.909
0.16857,0,0,1.9809,2.477e-06,1.4192e-15,26.863
0.17,0,0,1.9809,2.2594e-06,1.2719e-15,26.817
0.17143,0,0,1.9809,2.0556e-06,1.1796e-15,26.771
0.17286,0,0,1.9809,1.8652e-06,7.3992e-16,26.724
0.17429,0,0,1.9809,1.6878e-06,1.0798e-15,26.678
0.17571,0,0,1.9809,1.5241e-06,2.1595e-15,26.632
0.17714,0,0,1.9809,1.374e-06,2.2579e-15,26.586
0.17857,0,0,1.9809,1.2362e-06,1.7951e-15,26.54
0.18,0,0,1.9809,1.1095e-06,1.9758e-15,26.494
0.18143,0,0,1.9809,9.9372e-07,2.5386e-15,26.448
0.18286,0,0,1.9809,8.8823e-07,2.8114e-15,26.401
0.18429,0,0,1.9809,7.9153e-07,2.1032e-15,26.355
0.18571,0,0,1.9809,7.0254e-07,2.5706e-15,26.309
0.18714,0,0,1.9809,6.2156e-07,2.7031e-15,26.263
0.18857,0,0,1.9809,5.4866e-07,2.1378e-15,26.217
0.19,0,0,1.9809,4.8291e-07,2.3547e-15,26.171
0.19143,0,0,1.9809,4.2361e-07,2.8309e-15,26.124
0.19286,0,0,1.9809,3.7125e-07,2.5733e-15,26.078
0.19429,0,0,1.9809,3.2591e-07,1.7739e-15,26.032
0.19571,0,0,1.9809,2.8639e-07,1.3542e-15,25.986
0.19714,0,0,1.9809,2.5167e-07,1.6097e-15,25.94
0.19857,0,0,1.9809,2.2177e-07,1.5089e-15,25.894
0.2,0,0,1.9809,1.9658e-07,7.7196e-16,25.847
0.20143,0,0,1.9809,1.7472e-07,1.434e-15,25.801
0.20286,0,0,1.9809,1.5539e-07,2.1617e-15,25.755
0.20429,0,0,1.9809,1.3877e-07,1.8354e-15,25.709
0.20571,0,0,1.9809,1.252e-07,1.7015e-15,25.663
0.20714,0,0,1.9809,1.1377e-07,2.4858e-15,25.617
0.20857,0,0,1.9809,1.0421e-07,2.8703e-15,25.571
0.21,0,0,1.9809,9.7245e-08,2.7514e-15,25.524
0.21143,0,0,1.9809,9.3473e-08,2.4797e-15,25.478
0.21286,0,0,1.9809,9.246e-08,1.8788e-15,25.432
0.21429,0,0,1.9809,9.3966e-08,1.416e-15,25.386
0.21571,0,0,1.9809,9.8752e-08,1.146e-15,25.34
0.21714,0,0,1.9809,1.071e-07,1.873e-15,25.294
0.21857,0,0,1.9809,1.1821e-07,2.2561e-15,25.247
0.22,0,0,1.9809,1.314e-07,2.4745e-15,25.201
0.22143,0,0,1.9809,1.47e-07,2.4972e-15,25.155
0.22286,0,0,1.9809,1.6506e-07,2.3629e-15,25.109
0.22429,0,0,1.9809,1.8471e-07,2.4153e-15,25.063
0.22571,0,0,1.9809,2.055e-07,1.7126e-15,25.017
0.22714,0,0,1.9809,2.2817e-07,1.1471e-15,24.971
0.22857,0,0,1.9809,2.5326e-07,7.9235e-16,24.924
0.23,0,0,1.9809,2.8011e-07,1.3257e-15,24.878
0.23143,0,0,1.9809,3.0828e-07,1.6723e-15,24.832
0.23286,0,0,1.9809,3.3801e-07,1.7321e-15,24.786
0.23429,0,0,1.9809,3.6931e-07,2.1439e-15,24.74
0.23571,0,0,1.9809,3.999e-07,1.8361e-15,24.694
0.23714,0,0,1.9809,4.2804e-07,1.3867e-15,24.647
0.23857,0,0,1.9809,4.5128e-07,1.7491e-15,24.601
0.24,0,0,1.9809,4.6812e-07,2.018e-15,24.555
0.24143,0,0,1.9808,4.7325e-07,1.543e-15,24.509
0.24286,0,0,1.9808,4.6448e-07,1.2162e-15,24.463
0.24429,0,0,1.9808,4.3937e-07,1.2651e-15,24.417
0.24571,0,0,1.9808,4.012e-07,1.5311e-15,24.371
0.24714,0,0,1.9808,3.7512e-07,1.4403e-15,24.324
0.24857,0,0,1.9808,3.7866e-07,1.7567e-15,24.278
0.25,0,0,1.9808,4.1046e-07,2.2936e-15,24.232
0,0.0016626,0,1,0,0,31.96
0.0014286,0.0016626,0,1.002,-0.0023836,1.3669e-16,31.97
0.0028571,0.0016626,0,1.0074,-0.0047075,-1.514e-16,31.99
0.0042857,0.0016626,0,1.0166,-0.0069849,1.248e-16,32.007
0.0057143,0.0016626,0,1.0293,-0.0091742,6.9282e-16,32.019
0.0071429,0.0016626,0,1.0453,-0.011239,7.6343e-16,32.026
0.0085714,0.0016626,0,1.0645,-0.013151,5.3451e-16,32.029
0.01,0.0016626,0,1.0865,-0.014885,4.3492e-16,32.027
0.011429,0.0016626,0,1.1111,-0.016424,5.1721e-16,32.021
0.012857,0.0016626,0,1.1379,-0.017755,1.7674e-16,32.011
0.014286,0.0016626,0,1.1666,-0.018871,1.8416e-16,31.996
0.015714,0.0016626,0,1.1969,-0.01977,5.1503e-16,31.976
0.017143,0.0016626,0,1.2284,-0.020456,1.3454e-15,31.952
0.018571,0.0016626,0,1.2608,-0.020937,2.0597e-15,31.924
0.02,0.0016626,0,1.2939,-0.021224,2.7474e-15,31.892
0.021429,0.0016626,0,1.3272,-0.02133,2.8127e-15,31.857
0.022857,0.0016626,0,1.3605,-0.021271,1.89e-15,31.818
0.024286,0.0016626,0,1.3936,-0.021064,1.7842e-15,31.776
0.025714,0.0016626,0,1.4263,-0.020727,1.8171e-15,31.732
0.027143,0.0016626,0,1.4583,-0.020277,2.6573e-15,31.685
0.028571,0.0016626,0,1.4896,-0.019732,2.9844e-15,31.636
0.03,0.0016626,0,1.5199,-0.019109,1.9566e-15,31.585
0.031429,0.0016626,0,1.5492,-0.018424,1.6521e-15,31.532
0.032857,0.0016626,0,1.5774,-0.017691,1.6315e-15,31.479
0.034286,0.0016626,0,1.6044,-0.016923,1.0183e-15,31.424
0.035714,0.0016626,0,1.6301,-0.016132,8.5528e-16,31.369
0.037143,0.0016626,0,1.6546,-0.015329,1.3174e-15,31.313
0.038571,0.0016626,0,1.6779,-0.014524,1.7604e-15,31.257
0.04,0.0016626,0,1.6999,-0.013723,1.5132e-15,31.201
0.041429,0.0016626,0,1.7207,-0.012934,1.271e-15,31.144
0.042857,0.0016626,0,1.7402,-0.012161,1.5119e-15,31.088
0.044286,0.0016626,0,1.7586,-0.01141,1.8368e-15,31.032
0.045714,0.0016626,0,1.7757,-0.010684,2.1802e-15,30.976
0.047143,0.0016626,0,1.7918,-0.0099852,2.0662e-15,30.92
0.048571,0.0016626,0,1.8068,-0.0093158,2.2387e-15,30.865
0.05,0.0016626,0,1.8208,-0.0086772,2.6088e-15,30.81
0.051429,0.0016626,0,1.8339,-0.00807,2.3957e-15,30.755
0.052857,0.0016626,0,1.846,-0.0074945,1.6427e-15,30.701
0.054286,0.0016626,0,1.8572,-0.0069505,1.5197e-15,30.647
0.055714,0.0016626,0,1.8676,-0.0064379,1.9224e-15,30.594
0.057143,0.0016626,0,1.8772,-0.0059557,1.6665e-15,30.541
0.058571,0.0016626,0,1.8861,-0.0055033,1.6325e-15,30.489
0.06,0.0016626,0,1.8944,-0.0050796,1.2958e-15,30.437
0.061429,0.0016626,0,1.902,-0.0046834,3.6127e-16,30.385
0.062857,0.0016626,0,1.9089,-0.0043137,4.4355e-16,30.334
0.064286,0.0016626,0,1.9154,-0.0039691,9.0859e-16,30.283
0.065714,0.0016626,0,1.9213,-0.0036484,6.5858e-16,30.233
0.067143,0.0016626,0,1.9267,-0.0033503,3.4237e-16,30.183
0.068571,0.0016626,0,1.9317,-0.0030735,1.0249e-16,30.133
0.07,0.0016626,0,1.9363,-0.0028168,-4.3387e-17,30.083
0.071429,0.0016626,0,1.9405,-0.002579,4.1346e-17,30.034
0.072857,0.0016626,0,1.9444,-0.0023589,-3.0616e-16,29.985
0.074286,0.0016626,0,1.9479,-0.0021554,-8.0101e-16,29.936
0.075714,0.0016626,0,1.9511,-0.0019674,-1.0198e-15,29.887
0.077143,0.0016626,0,1.954,-0.0017939,-6.0175e-16,29.839
0.078571,0.0016626,0,1.9567,-0.0016338,-4.4313e-16,29.791
0.08,0.0016626,0,1.9591,-0.0014863,-9.8285e-16,29.743
0.081429,0.0016626,0,1.9613,-0.0013505,-7.5535e-16,29.695
0.082857,0.0016626,0,1.9633,-0.0012255,-3.5375e-16,29.647
0.084286,0.0016626,0,1.9651,-0.0011106,-3.2858e-16,29.599
0.085714,0.0016626,0,1.9668,-0.0010051,-1.2183e-17,29.552
0.087143,0.0016626,0,1.9683,-0.0009083,7.8283e-17,29.505
0.088571,0.0016626,0,1.9696,-0.00081951,1.4989e-16,29.457
0.09,0.0016626,0,1.9708,-0.00073818,-7.8773e-16,29.41
0.091429,0.0016626,0,1.9719,-0.00066374,-1.3606e-15,29.363
0.092857,0.0016626,0,1.9729,-0.00059568,-3.8307e-16,29.316
0.094286,0.0016626,0,1.9738,-0.00053353,2.28e-16,29.269
0.095714,0.0016626,0,1.9746,-0.00047683,7.5062e-16,29.223
0.097143,0.0016626,0,1.9753,-0.00042517,9.4065e-16,29.176
0.098571,0.0016626,0,1.9759,-0.00037815,8.5598e-16,29.129
0.1,0.0016626,0,1.9765,-0.00033543,7.8298e-16,29.082
0.10143,0.0016626,0,1.977,-0.00029666,7.9123e-16,29.036
0.10286,0.0016626,0,1.9774,-0.00026153,1.7853e-15,28.989
0.10429,0.0016626,0,1.9778,-0.00022976,2.3269e-15,28.943
0.10571,0.0016626,0,1.9781,-0.00020106,1.9152e-15,28.896
0.10714,0.0016626,0,1.9784,-0.0001752,1.7243e-15,28.85
0.10857,0.0016626,0,1.9787,-0.00015194,1.3496e-15,28.803
0.11,0.0016626,0,1.9789,-0.00013106,9.0396e-16,28.757
0.11143,0.0016626,0,1.9791,-0.00011237,4.0951e-16,28.711
0.11286,0.0016626,0,1.9793,-9.5666e-05,-2.9686e-17,28.664
0.11429,0.0016626,0,1.9794,-8.0788e-05,-1.8952e-16,28.618
0.11571,0.0016626,0,1.9795,-6.7572e-05,-1.6404e-16,28.572
0.11714,0.0016626,0,1.9796,-5.5871e-05,-1.2061e-17,28.525
0.11857,0.0016626,0,1.9797,-4.5547e-05,6.7759e-16,28.479
0.12,0.0016626,0,1.9798,-3.6474e-05,8.9361e-16,28.433
0.12143,0.0016626,0,1.9798,-2.8535e-05,-2.1161e-16,28.387
0.12286,0.0016626,0,1.9799,-2.1621e-05,-7.8679e-16,28.34
0.12429,0.0016626,0,1.9799,-1.5631e-05,-2.1678e-16,28.294
0.12571,0.0016626,0,1.9799,-1.0473e-05,9.19e-16,28.248
0.12714,0.0016626,0,1.9799,-6.0623e-06,1.0533e-15,28.202
0.12857,0.0016626,0,1.9799,-2.3197e-06,1.1356e-15,28.156
0.13,0.0016626,0,1.9799,8.2814e-07,1.7354e-15,28.109
0.13143,0.0016626,0,1.9799,3.4475e-06,1.7323e-15,28.063
0.13286,0.0016626,0,1.9799,5.598e-06,1.248e-15,28.017
0.13429,0.0016626,0,1.9799,7.3356e-06,1.7239e-15,27.971
0.13571,0.0016626,0,1.9799,8.7116e-06,2.1702e-15,27.925
0.13714,0.0016626,0,1.9799,9.7712e-06,2.2715e-15,27.878
0.13857,0.0016626,0,1.9799,1.0554e-05,2.9143e-15,27.832
0.14,0.0016626,0,1.9799,1.1098e-05,2.4232e-15,27.786
0.14143,0.0016626,0,1.9798,1.1437e-05,2.6974e-15,27.74
0.14286,0.0016626,0,1.9798,1.16e-05,2.8803e-15,27.694
0.14429,0.0016626,0,1.9798,1.1613e-05,2.762e-15,27.648
0.14571,0.0016626,0,1.9798,1.1501e-05,2.9222e-15,27.601
0.14714,0.0016626,0,1.9798,1.1286e-05,3.6035e-15,27.555
0.14857,0.0016626,0,1.9798,1.0988e-05,4.4064e-15,27.509
0.15,0.0016626,0,1.9797,1.0622e-05,4.5287e-15,27.463
0.15143,0.0016626,0,1.9797,1.0205e-05,4.1447e-15,27.417
0.15286,0.0016626,0,1.9797,9.7517e-06,4.5217e-15,27.371
0.15429,0.0016626,0,1.9797,9.2723e-06,5.2082e-15,27.324
0.15571,0.0016626,0,1.9797,8.7754e-06,4.2812e-15,27.278
0.15714,0.0016626,0,1.9797,8.2695e-06,4.3651e-15,27.232
0.15857,0.0016626,0,1.9797,7.7624e-06,4.3409e-15,27.186
0.16,0.0016626,0,1.9796,7.2592e-06,3.8729e-15,27.14
0.16143,0.0016626,0,1.9796,6.7632e-06,3.7801e-15,27.094
0.16286,0.0016626,0,1.9796,6.2784e-06,3.5217e-15,27.048
0.16429,0.0016626,0,1.9796,5.809e-06,2.9211e-15,27.001
0.16571,0.0016626,0,1.9796,5.3571e-06,2.6714e-15,26.955
0.16714,0.0016626,0,1.9796,4.9236e-06,2.9705e-15,26.909
0.16857,0.0016626,0,1.9796,4.5104e-06,2.3314e-15,26.863
0.17,0.0016626,0,1.9796,4.1201e-06,2.1406e-15,26.817
0.17143,0.0016626,0,1.9796,3.7533e-06,2.0249e-15,26.771
0.17286,0.0016626,0,1.9796,3.4096e-06,1.4936e-15,26.724
0.17429,0.0016626,0,1.9796,3.0895e-06,1.5992e-15,26.678
0.17571,0.0016626,0,1.9796,2.7939e-06,2.6443e-15,26.632
0.17714,0.0016626,0,1.9796,2.522e-06,2.9245e-15,26.586
0.17857,0.0016626,0,1.9795,2.2714e-06,2.6105e-15,26.54
0.18,0.0016626,0,1.9795,2.0412e-06,2.9227e-15,26.494
0.18143,0.0016626,0,1.9795,1.8309e-06,3.548e-15,26.448
0.18286,0.0016626,0,1.9795,1.6385e-06,3.7429e-15,26.401
0.18429,0.0016626,0,1.9795,1.4615e-06,2.9467e-15,26.355
0.18571,0.0016626,0,1.9795,1.299e-06,3.3137e-15,26.309
0.18714,0.0016626,0,1.9795,1.1517e-06,3.4699e-15,26.263
0.18857,0.0016626,0,1.9795,1.0183e-06,3.0707e-15,26.217
0.19,0.0016626,0,1.9795,8.9728e-07,3.4655e-15,26.171
0.19143,0.0016626,0,1.9795,7.8857e-07,3.8621e-15,26.124
0.19286,0.0016626,0,1.9795,6.9284e-07,3.6007e-15,26.078
0.19429,0.0016626,0,1.9795,6.0908e-07,2.9127e-15,26.032
0.19571,0.0016626,0,1.9795,5.3518e-07,2.587e-15,25.986
0.19714,0.0016626,0,1.9795,4.7053e-07,2.7366e-15,25.94
0.19857,0.0016626,0,1.9795,4.1517e-07,2.5602e-15,25.894
0.2,0.0016626,0,1.9795,3.677e-07,1.9998e-15,25.847
0.20143,0.0016626,0,1.9795,3.2598e-07,2.6392e-15,25.801
0.20286,0.0016626,0,1.9795,2.8949e-07,3.2853e-15,25.755
0.20429,0.0016626,0,1.9795,2.5879e-07,2.9509e-15,25.709
0.20571,0.0016626,0,1.9795,2.3303e-07,2.896e-15,25.663
0.20714,0.0016626,0,1.9795,2.1098e-07,3.7606e-15,25.617
0.20857,0.0016626,0,1.9795,1.9294e-07,4.2715e-15,25.571
0.21,0.0016626,0,1.9795,1.8025e-07,4.173e-15,25.524
0.21143,0.0016626,0,1.9795,1.7285e-07,3.8813e-15,25.478
0.21286,0.0016626,0,1.9795,1.7003e-07,3.1858e-15,25.432
0.21429,0.0016626,0,1.9795,1.7241e-07,2.5287e-15,25.386
0.21571,0.0016626,0,1.9795,1.8113e-07,2.1861e-15,25.34
0.21714,0.0016626,0,1.9795,1.9575e-07,2.9523e-15,25.294
0.21857,0.0016626,0,1.9795,2.1482e-07,3.3824e-15,25.247
0.22,0.0016626,0,1.9795,2.382e-07,3.5593e-15,25.201
0.22143,0.0016626,0,1.9795,2.664e-07,3.554e-15,25.155
0.22286,0.0016626,0,1.9795,2.9851e-07,3.3641e-15,25.109
0.22429,0.0016626,0,1.9795,3.3309e-07,3.3956e-15,25.063
0.22571,0.0016626,0,1.9795,3.7044e-07,2.7136e-15,25.017
0.22714,0.0016626,0,1.9795,4.1182e-07,2.064e-15,24.971
0.22857,0.0016626,0,1.9795,4.5705e-07,1.6277e-15,24.924
0.23,0.0016626,0,1.9795,5.0511e-07,2.0633e-15,24.878
0.23143,0.0016626,0,1.9795,5.562e-07,2.4014e-15,24.832
0.23286,0.0016626,0,1.9795,6.1081e-07,2.6362e-15,24.786
0.23429,0.0016626,0,1.9795,6.6752e-07,3.0521e-15,24.74
0.23571,0.0016626,0,1.9795,7.2303e-07,2.6298e-15,24.694
0.23714,0.0016626,0,1.9795,7.7452e-07,2.2671e-15,24.647
0.23857,0.0016626,0,1.9795,8.1871e-07,2.8053e-15,24.601
0.24,0.0016626,0,1.9795,8.5065e-07,3.1564e-15,24.555
0.24143,0.0016626,0,1.9795,8.6362e-07,2.7303e-15,24.509
0.24286,0.0016626,0,1.9795,8.5231e-07,2.4589e-15,24.463
0.24429,0.0016626,0,1.9795,8.1324e-07,2.5304e-15,24.417
0.24571,0.0016626,0,1.9795,7.5063e-07,2.7867e-15,24.371
0.24714,0.0016626,0,1.9795,7.0043e-07,2.7368e-15,24.324
0.24857,0.0016626,0,1.9795,6.9779e-07,3.0782e-15,24.278
0.25,0.0016626,0,1.9795,7.4469e-07,3.566e-15,24.232
0,0.0033252,0,1,0,0,31.965
0.0014286,0.0033252,0,1.002,-0.0044389,6.9421e-17,31.976
0.0028571,0.0033252,0,1.0074,-0.008829,-2.516e-16,31.997
0.0042857,0.0033252,0,1.0166,-0.013121,1.3855e-17,32.015
0.0057143,0.0033252,0,1.0294,-0.017239,5.2943e-16,32.028
0.0071429,0.0033252,0,1.0456,-0.02112,6.6108e-16,32.037
0.0085714,0.0033252,0,1.0648,-0.024708,5.9774e-16,32.041
0.01,0.0033252,0,1.087,-0.027959,4.9853e-16,32.041
0.011429,0.0033252,0,1.1117,-0.030839,6.2042e-16,32.035
0.012857,0.0033252,0,1.1386,-0.033326,4.0101e-16,32.025
0.014286,0.0033252,0,1.1675,-0.035406,2.3845e-16,32.011
0.015714,0.0033252,0,1.1978,-0.037079,8.208e-16,31.991
0.017143,0.0033252,0,1.2294,-0.038351,1.889e-15,31.968
0.018571,0.0033252,0,1.2619,-0.039236,2.9135e-15,31.94
0.02,0.0033252,0,1.2949,-0.039756,3.8825e-15,31.908
0.021429,0.0033252,0,1.3281,-0.039938,3.8363e-15,31.872
0.022857,0.0033252,0,1.3614,-0.039811,3.2462e-15,31.833
0.024286,0.0033252,0,1.3944,-0.039408,3.2816e-15,31.791
0.025714,0.0033252,0,1.427,-0.038761,3.1614e-15,31.746
0.027143,0.0033252,0,1.4589,-0.037905,3.8205e-15,31.698
0.028571,0.0033252,0,1.4899,-0.036873,4.4409e-15,31.649
0.03,0.0033252,0,1.5201,-0.035696,3.6695e-15,31.597
0.031429,0.0033252,0,1.5492,-0.034404,3.1347e-15,31.544
0.032857,0.0033252,0,1.5771,-0.033023,3.0488e-15,31.49
0.034286,0.0033252,0,1.6039,-0.031579,2.2503e-15,31.435
0.035714,0.0033252,0,1.6294,-0.030095,1.8904e-15,31.379
0.037143,0.0033252,0,1.6537,-0.028589,2.4528e-15,31.323
0.038571,0.0033252,0,1.6767,-0.027079,3.0334e-15,31.266
0.04,0.0033252,0,1.6985,-0.02558,2.9652e-15,31.209
0.041429,0.0033252,0,1.719,-0.024103,2.7497e-15,31.152
0.042857,0.0033252,0,1.7383,-0.022658,2.9556e-15,31.095
0.044286,0.0033252,0,1.7564,-0.021255,3.3688e-15,31.038
0.045714,0.0033252,0,1.7734,-0.019898,3.6857e-15,30.982
0.047143,0.0033252,0,1.7892,-0.018594,3.6906e-15,30.926
0.048571,0.0033252,0,1.804,-0.017345,3.7726e-15,30.87
0.05,0.0033252,0,1.8178,-0.016154,3.8177e-15,30.815
0.051429,0.0033252,0,1.8307,-0.015022,3.6087e-15,30.76
0.052857,0.0033252,0,1.8426,-0.013949,3.0502e-15,30.705
0.054286,0.0033252,0,1.8536,-0.012936,2.8107e-15,30.651
0.055714,0.0033252,0,1.8639,-0.011981,2.9081e-15,30.598
0.057143,0.0033252,0,1.8734,-0.011084,2.8939e-15,30.545
0.058571,0.0033252,0,1.8821,-0.010242,2.9394e-15,30.492
0.06,0.0033252,0,1.8902,-0.0094534,2.3552e-15,30.44
